salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
45332,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO6351110306,10-4020-000255,30095,277.0,4,587,587,5,13104.0,108331Vi67850,,27877.4257,2676.2329,836.3228,31389.9814,,a14ffb62-b775-4862-88c1-ad86f47d0661,2023-01-07
45333,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO6670131417,10-4020-000432,29731,275.0,2,802,802,5,161.0,108352Vi848,,4223.1928,406.3932,126.9979,4756.5839,,7b01b581-bda6-40fc-86c0-d9c5554b9347,2023-01-07
45334,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO6438146078,10-4020-000309,29523,277.0,4,593,593,5,15321.0,48358Vi79183,,51137.4115,4906.9384,1533.4183,57577.7682,,0f0f5ef0-23e7-4823-a6b7-5c4e988ad82a,2023-01-07
45335,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO6641155631,10-4020-000342,29791,275.0,2,792,792,5,4835.0,68395Vi25408,,14048.0598,1345.4767,420.4615,15813.998,,f6b9c942-01f5-43f0-acea-80b2a1abafb9,2023-01-07
45336,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7221197705,10-4020-000326,29787,283.0,1,869,869,5,11815.0,98446Vi61077,,27311.6264,2629.4221,821.6944,30762.7429,,764c39c3-c42f-416d-9ede-c232e3ac3bf3,2023-01-07
45337,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7598166612,10-4020-000045,29963,279.0,5,913,913,5,8103.0,68450Vi41999,,17669.0304,1699.6176,531.1305,19899.7785,,e3367146-f2f5-40ce-aeac-5f200c8c32da,2023-01-07
45338,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7627114520,10-4020-000433,29617,280.0,1,880,880,5,10270.0,108475Vi53004,,57142.9416,5485.7224,1714.2883,64342.9523,,f12ccdf1-da7c-45f1-9240-070e05de8de1,2023-01-07
45339,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7656113434,10-4020-000403,29853,276.0,4,1056,1056,5,12177.0,108500Vi62954,,27763.7953,2665.7893,833.0592,31262.6438,,dd7b1409-349e-4ebc-9a90-2cc7946ca05c,2023-01-07
45340,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7714194147,10-4020-000495,29756,279.0,5,963,963,5,2759.0,28521Vi14371,,2552.6296,245.0524,76.5789,2874.2609,,a5c1672e-032a-4983-bce6-1cc8fe58b6c9,2023-01-07
45341,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7830178569,10-4020-000040,29774,277.0,4,564,564,5,15798.0,28546Vi81672,,34738.7355,3333.7554,1041.7986,39114.2895,,e3f4ae7d-8ad9-4620-bb6f-16f2d1d50a6c,2023-01-07
45342,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO7917111421,10-4020-000401,29521,281.0,1,1054,1054,5,1660.0,78564Vi8518,,63037.614,6051.3981,1891.0619,70980.074,,12c381ed-c39e-492e-92a4-d8b9ade86301,2023-01-07
45343,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO8874137222,10-4020-000348,29511,276.0,3,1046,1046,5,6264.0,18630Vi32553,,20979.3465,2022.8296,632.1342,23634.3103,,ab3c9392-5e11-4e5f-8e25-e17b76691de6,2023-01-07
45344,10,2022-12-31,2023-01-12,2023-01-07,5,false,PO8816179390,10-4020-000218,29885,283.0,1,857,857,5,2470.0,108701Vi12864,,58114.5796,5577.1425,1742.857,65434.5791,,df317cd8-338c-401f-a7ed-27ad00defab7,2023-01-07
45516,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO261128364,10-4020-000647,30106,277.0,4,630,630,5,7160.0,95013Vi37174,,19162.2381,1839.3806,574.8064,21576.4251,,084c0f46-0a4d-4390-98ef-bc932b3f9136,2023-02-04
45517,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO20213190120,10-4020-000216,29592,275.0,2,778,778,5,17368.0,125023Vi90218,,9421.2681,904.4418,282.638,10608.3479,,a0e00bdc-5b53-45bd-ad31-3f2161ddaf5c,2023-02-04
45518,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO20155192513,10-4020-000092,29632,283.0,1,843,843,5,13278.0,115042Vi68861,,12179.964,1169.2765,365.3989,13714.6394,,e5023416-66c5-4ea0-8406-5acb0343362a,2023-02-04
45519,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO19720174068,10-4020-000562,30003,277.0,3,620,620,5,15448.0,75079Vi79780,,4064.988,390.2388,121.9496,4577.1764,,abbd3283-0f7a-4ae3-8556-2ce163f0946b,2023-02-04
45520,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO19488171523,10-4020-000057,29967,277.0,3,565,565,5,19011.0,65117Vi98768,,31628.6282,3035.1872,948.496,35612.3114,,3078ae01-900a-47bf-9c1b-6f6860be4947,2023-02-04
45521,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO19169144736,10-4020-000272,29622,283.0,1,863,863,5,7829.0,95190Vi40533,,19227.0555,1853.6128,579.254,21659.9223,,0964eaa9-7d62-49ff-accb-f854125acc1d,2023-02-04
45522,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO19401195812,10-4020-000173,29714,282.0,6,473,473,5,6065.0,45232Vi31551,3045.0,28786.2466,2763.1621,863.4882,32412.8969,,65f25848-0fe4-4355-a37e-2b9bf4b88e65,2023-02-04
45523,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO18937157668,10-4020-000439,29733,276.0,4,1062,1062,5,7604.0,55239Vi39391,,1429.4086,141.035,44.0734,1614.517,,02d5b01e-c85e-4f3c-92e6-eb0f3b83e1b8,2023-02-04
45524,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO18299160578,10-4020-000118,29950,282.0,6,463,463,5,5110.0,105322Vi26747,3045.0,36045.9181,3466.1888,1083.184,40595.2909,,d37e0c57-95bd-4cb9-bdb0-1e9247d9b647,2023-02-04
45525,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO17719132619,10-4020-000631,29969,278.0,6,548,548,5,7454.0,55363Vi38653,3045.0,7274.3061,698.3334,218.2292,8190.8687,,eedde211-0184-4a9f-81f9-5e5d902a9a37,2023-02-04
45526,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO17690133184,10-4020-000047,29803,274.0,6,452,452,5,8552.0,125398Vi44231,3045.0,6101.382,585.6263,183.0082,6870.0165,,d49abcc6-0002-44ce-8cb4-3166cb7678a0,2023-02-04
45527,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO17545114353,10-4020-000155,29639,282.0,6,470,470,5,4357.0,85425Vi22856,3045.0,54458.8986,5227.5783,1633.6182,61320.0951,,53f9f85b-b577-4004-af44-cf8617e5befb,2023-02-04
45528,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO17226123218,10-4020-000561,29508,277.0,4,619,619,5,3787.0,35437Vi19939,,2146.962,206.1084,64.4089,2417.4793,,d75f62e8-a612-4c63-b312-e24e97d819c2,2023-02-04
45529,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO17574182721,10-4020-000678,29722,282.0,6,555,555,5,12698.0,65439Vi65677,3045.0,97078.3155,9342.8615,2919.6442,109340.8212,,5e593dbd-db9d-424e-8a4b-92a6ac843283,2023-02-04
45530,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO16269114887,10-4020-000624,29842,281.0,4,1094,1094,5,11056.0,105615Vi57044,,20.1865,1.6149,0.5047,22.3061,,b2c31bed-5f8e-48c7-a200-dc4bfaac7704,2023-02-04
45531,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO15950134053,10-4020-000114,29673,276.0,4,1007,1007,5,18407.0,95638Vi95621,,4266.3414,409.5688,127.9902,4803.9004,,6ae87c8c-a62c-4d7a-adce-ef804175bae3,2023-02-04
45532,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO15834119448,10-4020-000417,29659,277.0,4,605,605,5,17935.0,95657Vi93027,,6691.8242,638.5446,199.5452,7529.914,,972fa71b-10a2-43f0-a9e4-a5a0770f6a97,2023-02-04
45533,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO15718114961,10-4020-000580,29859,277.0,4,622,622,5,5651.0,25666Vi29580,,1258.3767,120.8042,37.7513,1416.9322,,7655017d-74f4-4e19-8471-ef1fb69cc09d,2023-02-04
45534,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO14964111594,10-4020-000581,29748,281.0,4,1085,1085,5,11555.0,55742Vi59695,,37592.0572,3616.9065,1130.2833,42339.247,,386535d3-89ba-42fa-b381-65a2e01217c7,2023-02-04
45535,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO15138174425,10-4020-000093,29708,277.0,4,569,569,5,3047.0,15746Vi16032,,11256.8286,1078.6811,337.0879,12672.5976,,1f731f7d-6294-4c31-8455-e6a488bfe804,2023-02-04
45536,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO15167166424,10-4020-000273,30090,277.0,4,589,589,5,7126.0,115758Vi36971,,21442.984,2058.2089,643.1903,24144.3832,,cedd8d2b-a281-469b-b6f4-f3988a7358b7,2023-02-04
45537,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO14877156666,10-4020-000172,29711,282.0,6,472,472,5,17062.0,15820Vi88581,3045.0,4049.988,388.7988,121.4996,4560.2864,,c4164bb8-9db6-471d-810e-50c99562fe37,2023-02-04
45538,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO14268192541,10-4020-000418,29651,277.0,3,606,606,5,19154.0,45921Vi99543,,21847.3938,2097.3014,655.4067,24600.1019,,0a47d466-b23b-4c65-879c-68ae3aa16355,2023-02-04
45539,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO13920158775,10-4020-000180,29655,275.0,3,774,774,5,14064.0,65929Vi72956,,28469.916,2733.1119,854.0975,32057.1254,,4e8fedad-7a05-429e-90c8-8ce850980d97,2023-02-04
45540,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO13746118798,10-4020-000567,29504,279.0,5,973,973,5,18100.0,25937Vi93868,,42756.174,4104.1139,1282.5356,48142.8235,,316b5bed-c996-4d58-9177-cf49aaca5f87,2023-02-04
45541,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO13717172787,10-4020-000473,29897,281.0,4,1066,28,5,11215.0,15945Vi57849,,69.2134,5.7293,1.7904,76.7331,,5dd776c0-132e-460b-9f25-790ded24ed2d,2023-02-04
45542,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO13543153598,10-4020-000293,29690,281.0,1,1036,1036,5,7392.0,106051Vi38330,,56400.9317,5414.8783,1692.1495,63507.9595,,04e348f4-e55a-4cef-8b72-24491240bb62,2023-02-04
45543,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO11977169841,10-4020-000675,29721,279.0,5,984,984,5,19078.0,86191Vi99116,,735.7528,72.5943,22.6857,831.0328,,84edead2-5b86-465c-a437-30cd7e357f0f,2023-02-04
45544,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO11426116218,10-4020-000386,29681,279.0,5,950,950,5,17658.0,96287Vi91631,,3391.5474,325.5886,101.7464,3818.8824,,46c3d1b9-4435-4119-a115-9e733a40c9b7,2023-02-04
45545,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO11107196467,10-4020-000156,29577,278.0,6,471,471,5,319.0,16309Vi1621,3045.0,8965.933,860.7296,268.978,10095.6406,,dca7ebdf-8a52-451b-8f17-33425c28ed4b,2023-02-04
45546,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO10585114494,10-4020-000498,29755,274.0,6,528,528,5,6955.0,26392Vi36178,3045.0,12206.364,1171.7045,366.1577,13744.2262,,29c8ed36-72aa-4f55-8f75-68f8802066bb,2023-02-04
45547,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO10382198471,10-4020-000453,29769,277.0,3,609,609,5,17132.0,76442Vi88949,,40766.88,3913.0885,1222.8402,45902.8087,,a8a789fd-a937-47ca-8d88-feafd811829b,2023-02-04
45548,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO667144480,10-4020-000365,29686,281.0,4,1048,1048,5,7092.0,46574Vi36784,,7657.8888,735.1573,229.7367,8622.7828,,2b4196ed-ae7b-4e00-812f-216f12e33877,2023-02-04
45549,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO783111978,10-4020-000091,29921,280.0,1,842,842,5,5220.0,56576Vi27302,,50762.7624,4872.2725,1522.5851,57157.62,,62f6e6a6-5fe3-478b-95a5-27829735caab,2023-02-04
45550,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO1624140031,10-4020-000579,29486,277.0,3,621,621,5,15369.0,46628Vi79380,,54979.9007,5275.9397,1648.7312,61904.5716,,9e110516-772c-445f-b46d-4637e3e30709,2023-02-04
45551,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO1943115167,10-4020-000525,30013,279.0,5,967,967,5,7347.0,86682Vi38091,,7274.3061,698.3334,218.2292,8190.8687,,a576bc14-de3f-41ed-ac81-a6024c57a6d6,2023-02-04
45552,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO1740119260,10-4020-000460,29740,282.0,6,520,520,5,18813.0,126707Vi97739,3045.0,11136.742,1072.0901,335.0281,12543.8602,,00b49a8c-09a8-4485-a90e-932d1f9f846a,2023-02-04
45553,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO1885177550,10-4020-000588,29649,278.0,6,544,544,5,778.0,126727Vi3956,3045.0,69240.3932,6646.5981,2077.0619,77964.0532,,63096677-7da0-4562-b3fe-fb8ea2461a74,2023-02-04
45554,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO2697134276,10-4020-000187,29938,276.0,4,1020,1020,5,12933.0,96798Vi66885,,25517.4189,2446.8726,764.6477,28728.9392,,974cca1f-d499-4253-b1a7-872973d76c3f,2023-02-04
45555,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO3248155143,10-4020-000366,29525,276.0,4,1049,1049,5,14486.0,47963Vi75127,,65725.9222,6317.9194,1974.3498,74018.1914,,ebafff30-89a3-442d-8457-f9f1496583ed,2023-02-04
45556,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO3190111178,10-4020-000575,29746,275.0,2,817,817,5,7146.0,107985Vi37077,,22822.7804,2199.474,687.3356,25709.59,,56072524-214a-46f6-9c2b-79fae4f92668,2023-02-04
45557,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO4147117065,10-4020-000222,29883,276.0,3,1025,11381,5,18707.0,78047Vi97267,,32554.9324,3125.2735,976.648,36656.8539,,e7047fea-eb12-46a1-ab16-7572cc63cf96,2023-02-04
45558,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO4089184259,10-4020-000368,29685,279.0,5,948,948,5,17669.0,88065Vi91685,,6104.982,586.0783,183.1495,6874.2098,,2eff1eab-15c2-486e-a009-90cde3011ff5,2023-02-04
45559,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO4002119855,10-4020-000674,29982,276.0,4,1102,1102,5,16704.0,58067Vi86516,,1258.3767,120.8042,37.7513,1416.9322,,036944e5-205b-42d1-994f-2eb7de5d762f,2023-02-04
45560,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO4640111403,10-4020-000648,29834,281.0,4,1097,1097,5,18418.0,118086Vi95680,,56967.1318,5467.7498,1708.6718,64143.5534,,f89216ce-f565-49d9-8f1d-23eb81604e44,2023-02-04
45561,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO4408154584,10-4020-000143,29581,275.0,2,769,769,5,4524.0,28106Vi23704,,25464.5848,2445.4114,764.1911,28674.1873,,2704e12f-158d-4c70-a161-5da5c448fb04,2023-02-04
45562,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO4756131313,10-4020-000126,29669,275.0,2,768,768,5,12135.0,128140Vi62740,,3463.2998,332.4768,103.899,3899.6756,,4595bedf-8a3d-43ee-b59b-d4b056b8a32a,2023-02-04
45563,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO5307147884,10-4020-000369,29518,279.0,5,949,949,5,4215.0,98210Vi22195,,4279.9438,416.8878,130.2774,4827.109,,e7329877-7827-4f25-a059-05bdbde349f7,2023-02-04
45564,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO5220129554,10-4020-000169,29710,276.0,1,1017,1017,5,12214.0,128221Vi63164,,62717.7201,6030.6017,1884.563,70632.8848,,a6c4f33a-643a-44d5-954d-0d28555d5759,2023-02-04
45565,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO5597130894,10-4020-000075,29702,277.0,4,567,567,5,18496.0,48260Vi96071,,34558.1586,3316.051,1036.2659,38910.4755,,0397de51-b2a7-42aa-b581-bd9dc8a09714,2023-02-04
45566,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO5974110725,10-4020-000330,29788,276.0,4,1043,1043,5,5609.0,118324Vi29356,,874.794,83.9802,26.2438,985.018,,b5c296cb-410a-44d9-9cc2-e0ad69b63693,2023-02-04
45567,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO6322144798,10-4020-000503,29498,275.0,2,809,809,5,13601.0,28349Vi70508,,874.794,83.9802,26.2438,985.018,,4dcc8170-d6c8-4b9a-ae95-112fdd9686c3,2023-02-04
45568,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO6786144925,10-4020-000003,29637,277.0,4,559,559,5,5164.0,38389Vi26986,,15251.8156,1462.8511,457.141,17171.8077,,4ad60909-9c6d-4a8b-a333-a35ad0efc978,2023-02-04
45569,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO6873197322,10-4020-000238,29872,277.0,3,586,586,5,8882.0,128447Vi45799,,2133.1707,204.7844,63.9951,2401.9502,,52081c34-0e16-4277-afe6-4f58eb941dd3,2023-02-04
45570,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO7192194940,10-4020-000020,29810,283.0,1,835,835,5,7845.0,58452Vi40596,,32429.904,3113.2708,972.8971,36516.0719,,3ba35c5d-831e-4da5-899b-6a978029b228,2023-02-04
45571,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO7569141774,10-4020-000608,29562,281.0,4,1091,1091,5,7293.0,98462Vi37844,,78882.9289,7604.6031,2376.4385,88863.9705,,6b95ff30-4eb4-478d-b7ef-04b20f5bb604,2023-02-04
45572,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO7946181052,10-4020-000438,29531,276.0,1,1061,1061,5,626.0,18534Vi3189,,10701.7297,1027.3661,321.0519,12050.1477,,4a6e0ef3-3898-4bb7-957d-9cb47cff0d9e,2023-02-04
45573,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9019160859,10-4020-000576,29487,275.0,2,818,818,5,8010.0,68638Vi41477,,8158.476,782.9477,244.6712,9186.0949,,71797b96-dbb6-4017-af43-7bf6b5b97f16,2023-02-04
45574,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9106197912,10-4020-000602,29642,279.0,5,976,976,5,7600.0,128643Vi39373,,28078.577,2705.283,845.4009,31629.2609,,8f568a89-4615-4a45-9dbf-63f91b2a62e2,2023-02-04
45575,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9483193232,10-4020-000054,29966,275.0,2,760,760,5,3788.0,48689Vi19942,,29325.8426,2821.9908,881.8721,33029.7055,,ab40f675-9e7f-4f33-ab73-12b0425a9933,2023-02-04
45576,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9541140016,10-4020-000279,30088,279.0,5,939,939,5,17915.0,38728Vi92926,,8219.9354,788.005,246.2516,9254.192,,1d926e35-a94a-49c8-b10f-0e242deb2ea4,2023-02-04
45577,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9599125078,10-4020-000170,29715,279.0,5,926,926,5,18875.0,88744Vi98048,,58704.1822,5638.9922,1762.1851,66105.3595,,ee81c525-04fb-49d3-a721-4aeb6502ff22,2023-02-04
45578,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9802194761,10-4020-000026,29808,279.0,5,910,910,5,15682.0,18770Vi81022,,3882.7587,372.7448,116.4828,4371.9863,,b11482e3-99a0-4885-a68c-b940d0ef2f12,2023-02-04
45579,10,2023-01-28,2023-02-09,2023-02-04,5,false,PO9570131045,10-4020-000585,29484,279.0,5,975,975,5,,,,4079.988,391.6788,122.3996,4594.0664,,cc2a7ddf-8ae9-4ad8-a5ab-ed1ea7cd635e,2023-02-04
45779,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO522162183,10-4020-000676,29825,279.0,5,985,985,5,16281.0,105029Vi84182,,18031.6005,1732.0409,541.2628,20304.9042,,5943cc34-5dc6-4cbb-80cb-4de01571e551,2023-03-07
45780,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO18473162015,10-4020-000442,29734,282.0,6,517,517,5,1346.0,85270Vi6854,3386.0,31193.3153,3002.1867,938.1834,35133.6854,,e2db78f0-ab7a-4755-87be-ed52b478a81c,2023-03-07
45781,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO18444138991,10-4020-000227,29994,282.0,6,482,482,5,10456.0,125282Vi53935,3386.0,45943.7648,4436.23,1386.3219,51766.3167,,6e2a4455-2038-4f01-b4e2-78262e08f4eb,2023-03-07
45782,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO16588186502,10-4020-000146,29580,283.0,1,849,849,5,15232.0,35527Vi78804,,40705.3101,3914.8964,1223.4051,45843.6116,,2acc7892-b9b6-454e-b24c-a1dc369e4e9f,2023-03-07
45783,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO16617161291,10-4020-000397,29898,280.0,1,876,876,5,806.0,95551Vi4081,,26016.9703,2501.0379,781.5744,29299.5826,,8202c170-1dc7-41b1-a08c-8158e1940b15,2023-03-07
45784,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO16008186765,10-4020-000511,30052,276.0,4,1074,1074,5,13349.0,105650Vi69217,,3762.2367,362.1265,113.1645,4237.5277,,33a00d87-c5c6-4b8b-9f48-8b2be7a52201,2023-03-07
45785,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO15428114828,10-4020-000646,29974,277.0,3,629,629,5,10370.0,55706Vi53503,,40766.1068,3912.6015,1222.688,45901.3963,,f0b8d2e1-e9f7-4631-82e5-8b74d67f1265,2023-03-07
45786,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO14732192241,10-4020-000514,29614,282.0,6,529,529,5,1566.0,85827Vi8045,3386.0,68880.0822,6639.6938,2074.9043,77594.6803,,be0045df-dbca-4ff9-847e-16acd0fa99c4,2023-03-07
45787,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO14384118726,10-4020-000504,29566,275.0,3,810,810,5,18017.0,105873Vi93490,,10226.97,981.2571,306.6429,11514.87,,05b014f9-45c1-4cfc-8c0c-3dd544acd86f,2023-03-07
45788,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO14413199158,10-4020-000383,29682,281.0,4,1051,1051,5,18502.0,15874Vi96122,,2169.0469,208.2285,65.0714,2442.3468,,f1795a37-3fcf-4766-b759-7820c8a969eb,2023-03-07
45789,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO14123172083,10-4020-000578,29747,283.0,1,895,895,5,15538.0,25893Vi80261,,3064.7098,302.3847,94.4952,3461.5897,,04c9a344-8a19-4e0c-8b27-257a90b78307,2023-03-07
45790,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO13978116594,10-4020-000200,29890,283.0,1,855,855,5,13693.0,25928Vi70960,,2882.7148,278.7026,87.0946,3248.512,,a3a67f41-2c4d-4d38-8606-610aa8a4fcc0,2023-03-07
45791,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO13949179754,10-4020-000643,29973,275.0,3,825,825,5,15875.0,25947Vi82016,,3391.5474,325.5886,101.7464,3818.8824,,a163d863-3cc9-42ff-8da4-989368711198,2023-03-07
45792,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO13862173868,10-4020-000119,30067,282.0,6,464,464,5,3980.0,95949Vi20982,3386.0,31578.8152,3039.4463,949.827,35568.0885,,7ea58366-9970-494e-9d85-e817eb4546f6,2023-03-07
45793,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO13775113238,10-4020-000618,29844,275.0,2,821,821,5,1417.0,35962Vi7271,,26684.9956,2560.4146,800.1296,30045.5398,,826e76a1-9df2-4738-8cd5-976f77fcf5d2,2023-03-07
45794,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO12760191318,10-4020-000083,29596,282.0,6,458,458,5,19204.0,26098Vi99806,3386.0,11295.7189,1082.0904,338.1532,12715.9625,,19838659-932e-4b79-bda5-613e93aefe14,2023-03-07
45795,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO12412125626,10-4020-000670,29827,277.0,3,631,631,5,11886.0,126131Vi61402,,35123.3751,3369.8811,1053.0878,39546.344,,bcb32167-ed19-4650-be1d-589ac4d5c388,2023-03-07
45796,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO11861125955,10-4020-000017,29811,275.0,5,755,755,5,18153.0,36215Vi94127,,59103.2933,5672.9038,1772.7824,66548.9795,,6a48c4fd-3179-490f-9b89-69cbe27adf78,2023-03-07
45797,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO11049120115,10-4020-000679,29824,278.0,6,556,556,5,14030.0,16335Vi72763,3386.0,29308.0387,2812.0331,878.7603,32998.8321,,c5d921ff-9cd1-4492-bab7-09bba6f34b46,2023-03-07
45798,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO10817199969,10-4020-000203,29889,281.0,4,1021,1021,5,5093.0,66394Vi26658,,29494.0504,2831.3616,884.8005,33210.2125,,fe0a672e-a615-4e56-b41c-40894e6dfd45,2023-03-07
45799,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO10730195041,10-4020-000491,29489,281.0,4,1069,1069,5,6653.0,126415Vi34642,,27579.3105,2646.2468,826.9521,31052.5094,,285c30e5-3511-45ac-a86a-dd2a94bae761,2023-03-07
45800,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO10527156525,10-4020-000480,29761,278.0,6,525,525,5,5439.0,126429Vi28482,3386.0,9867.9984,947.2795,296.0248,11111.3027,,e1d897dc-2f11-463e-868c-9ca8171a772e,2023-03-07
45801,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO10179161655,10-4020-000027,29958,279.0,5,911,911,5,10163.0,126440Vi52413,,53423.5701,5140.4988,1606.4059,60170.4748,,65f45569-700c-4345-b32d-daec8af8974c,2023-03-07
45802,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO1189157476,10-4020-000423,29661,279.0,5,955,955,5,5301.0,16612Vi27707,,22648.0137,2172.5002,678.9063,25499.4202,,69cd31ad-ce62-45b0-af81-c914b2b4aa55,2023-03-07
45803,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO1566112039,10-4020-000486,29759,275.0,2,808,808,5,76.0,96687Vi373,,9891.2909,948.2936,296.3417,11135.9262,,71812546-35cc-436b-8a4b-d6c02fc07080,2023-03-07
45804,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO2552178124,10-4020-000506,29497,283.0,1,889,889,5,13045.0,76879Vi67506,,40814.828,3915.5856,1223.6205,45954.0341,,e94b89e3-3c48-4889-b657-856bf7e28633,2023-03-07
45805,10,2023-02-28,2023-03-12,2023-03-07,5,false,PO3393138494,10-4020-000549,29912,279.0,5,971,971,5,267.0,37988Vi1394,,24604.6637,2364.9622,739.0507,27708.6766,,c4d9cd6d-b4d6-4638-87bf-4867bba0862e,2023-03-07
