salesorderid,salesreasonid,modifieddate
50786,6,2024-04-30
50787,2,2024-04-30
50788,6,2024-05-01
50789,6,2024-05-01
50800,2,2024-05-02
50803,2,2024-05-02
50806,2,2024-05-03
50807,2,2024-05-03
50808,6,2024-05-03
50813,2,2024-05-03
50814,6,2024-05-04
50815,6,2024-05-04
50819,6,2024-05-04
50820,2,2024-05-04
50821,6,2024-05-04
50822,2,2024-05-04
50825,6,2024-05-05
50828,2,2024-05-05
50833,6,2024-05-05
50834,2,2024-05-05
50836,2,2024-05-06
50837,6,2024-05-06
50838,6,2024-05-06
50842,6,2024-05-06
50843,2,2024-05-06
50846,2,2024-05-06
50849,2,2024-05-06
50850,2,2024-05-06
50851,2,2024-05-06
50852,2,2024-05-06
50853,6,2024-05-07
50854,2,2024-05-07
50855,2,2024-05-07
50857,2,2024-05-07
50858,6,2024-05-07
50859,2,2024-05-07
50860,6,2024-05-08
50861,6,2024-05-08
50862,6,2024-05-08
50863,6,2024-05-08
50864,6,2024-05-08
50865,2,2024-05-08
50870,6,2024-05-08
50871,6,2024-05-08
50874,2,2024-05-09
50875,2,2024-05-09
50876,6,2024-05-09
50877,6,2024-05-09
50878,2,2024-05-09
50879,6,2024-05-09
50881,2,2024-05-09
50884,2,2024-05-10
50885,6,2024-05-10
50886,2,2024-05-10
50889,6,2024-05-10
50890,2,2024-05-10
50892,2,2024-05-10
50893,6,2024-05-10
50894,2,2024-05-10
50895,2,2024-05-11
50896,6,2024-05-11
50897,6,2024-05-11
50901,6,2024-05-11
50902,2,2024-05-11
50903,2,2024-05-11
50905,6,2024-05-12
50908,2,2024-05-12
50909,6,2024-05-12
50911,6,2024-05-12
50913,2,2024-05-12
50916,6,2024-05-13
50918,2,2024-05-13
50920,6,2024-05-13
50924,6,2024-05-13
50925,6,2024-05-13
50926,6,2024-05-13
50927,2,2024-05-13
50934,6,2024-05-14
50936,2,2024-05-14
50937,6,2024-05-15
50940,2,2024-05-15
50942,6,2024-05-15
50943,2,2024-05-15
50944,2,2024-05-15
50947,6,2024-05-16
50948,2,2024-05-16
50949,2,2024-05-16
50950,6,2024-05-16
50951,6,2024-05-16
50954,2,2024-05-16
50955,6,2024-05-17
50956,6,2024-05-17
50961,2,2024-05-17
50963,2,2024-05-17
50964,6,2024-05-17
50969,6,2024-05-18
50970,2,2024-05-18
50975,6,2024-05-18
50976,2,2024-05-18
50977,6,2024-05-18
50978,2,2024-05-18
50979,2,2024-05-19
50980,6,2024-05-19
50981,2,2024-05-19
50982,2,2024-05-19
50988,2,2024-05-19
50995,2,2024-05-20
50996,6,2024-05-20
50997,2,2024-05-20
51001,2,2024-05-21
51004,2,2024-05-21
51008,6,2024-05-21
51009,6,2024-05-21
51010,2,2024-05-22
51011,2,2024-05-22
51012,6,2024-05-22
51013,2,2024-05-22
51014,6,2024-05-22
51018,6,2024-05-22
51019,2,2024-05-22
51020,6,2024-05-22
51021,2,2024-05-23
51022,6,2024-05-23
51023,2,2024-05-23
51027,2,2024-05-23
51030,2,2024-05-24
51031,2,2024-05-24
51033,2,2024-05-24
51038,2,2024-05-25
51040,2,2024-05-25
51043,2,2024-05-25
51044,2,2024-05-25
51045,2,2024-05-25
51047,2,2024-05-25
51048,6,2024-05-25
51049,2,2024-05-25
51050,6,2024-05-25
51051,6,2024-05-26
51052,2,2024-05-26
51053,6,2024-05-26
51054,6,2024-05-26
51059,6,2024-05-26
51060,6,2024-05-26
51061,2,2024-05-26
51064,2,2024-05-27
51065,2,2024-05-27
51066,2,2024-05-27
51068,2,2024-05-27
51069,2,2024-05-27
51071,2,2024-05-28
51072,6,2024-05-28
51074,2,2024-05-28
51075,6,2024-05-28
51077,6,2024-05-28
51078,2,2024-05-28
51079,2,2024-05-28
51176,1,2024-05-29
51178,1,2024-05-29
51178,2,2024-05-29
51179,1,2024-05-29
51179,2,2024-05-29
51180,1,2024-05-29
51181,1,2024-05-29
51182,1,2024-05-29
51183,1,2024-05-29
51184,1,2024-05-29
51185,1,2024-05-29
51186,5,2024-05-29
51187,1,2024-05-29
51187,2,2024-05-29
51189,1,2024-05-30
51190,1,2024-05-30
51190,2,2024-05-30
51191,1,2024-05-30
51193,1,2024-05-30
51193,2,2024-05-30
51194,1,2024-05-30
51195,1,2024-05-30
51196,1,2024-05-30
51197,1,2024-05-30
51198,1,2024-05-30
51198,2,2024-05-30
51199,1,2024-05-30
51203,1,2024-05-31
51204,2,2024-05-31
51205,1,2024-05-31
51206,1,2024-05-31
51207,1,2024-05-31
51209,1,2024-05-31
51211,1,2024-05-31
51212,1,2024-05-31
51212,2,2024-05-31
51214,1,2024-05-31
51214,2,2024-05-31
51214,10,2024-05-31
51216,1,2024-05-31
51217,1,2024-05-31
51219,1,2024-05-31
51220,1,2024-05-31
51221,1,2024-05-31
51221,2,2024-05-31
51222,1,2024-05-31
51222,2,2024-05-31
51223,1,2024-05-31
51223,2,2024-05-31
51225,1,2024-06-01
51226,2,2024-06-01
51227,1,2024-06-01
51227,2,2024-06-01
51228,1,2024-06-01
51229,2,2024-06-01
51230,1,2024-06-01
51231,1,2024-06-01
51233,2,2024-06-01
51235,2,2024-06-01
51236,2,2024-06-01
51237,1,2024-06-01
51238,2,2024-06-01
51239,2,2024-06-01
51241,1,2024-06-01
51243,1,2024-06-01
51244,1,2024-06-01
51245,1,2024-06-01
51246,1,2024-06-01
51247,1,2024-06-02
51248,2,2024-06-02
51249,1,2024-06-02
51249,2,2024-06-02
51250,1,2024-06-02
51251,2,2024-06-02
51252,1,2024-06-02
51253,1,2024-06-02
51254,1,2024-06-02
51255,1,2024-06-02
51255,2,2024-06-02
51256,1,2024-06-02
51256,2,2024-06-02
51259,1,2024-06-02
51260,1,2024-06-02
51262,1,2024-06-03
51262,2,2024-06-03
51263,1,2024-06-03
51263,2,2024-06-03
51264,1,2024-06-03
51265,1,2024-06-03
51266,5,2024-06-03
51267,1,2024-06-03
51268,1,2024-06-04
51269,1,2024-06-04
51270,1,2024-06-04
51271,1,2024-06-04
51272,2,2024-06-04
51274,1,2024-06-04
51274,2,2024-06-04
51275,1,2024-06-04
51276,1,2024-06-04
51278,1,2024-06-04
51280,6,2024-06-04
51281,2,2024-06-04
51282,1,2024-06-04
51283,1,2024-06-04
51284,1,2024-06-04
51285,1,2024-06-05
51286,1,2024-06-05
51286,10,2024-06-05
51287,1,2024-06-05
51287,2,2024-06-05
51288,1,2024-06-05
51289,1,2024-06-05
51290,1,2024-06-05
51291,1,2024-06-05
51292,2,2024-06-05
51293,2,2024-06-05
51294,1,2024-06-05
51297,1,2024-06-05
51298,1,2024-06-05
51298,2,2024-06-05
51298,10,2024-06-05
51300,2,2024-06-06
51301,1,2024-06-06
51301,2,2024-06-06
51302,6,2024-06-06
51303,1,2024-06-06
51303,2,2024-06-06
51303,10,2024-06-06
51304,1,2024-06-06
51305,2,2024-06-06
51306,1,2024-06-06
51307,1,2024-06-06
51308,1,2024-06-06
51309,1,2024-06-06
51309,2,2024-06-06
51310,2,2024-06-06
51311,1,2024-06-06
51312,1,2024-06-06
51312,2,2024-06-06
51313,5,2024-06-06
51314,1,2024-06-06
51314,2,2024-06-06
51314,10,2024-06-06
51315,1,2024-06-06
51316,1,2024-06-06
51317,1,2024-06-06
51318,1,2024-06-06
51318,10,2024-06-06
51319,1,2024-06-06
51319,2,2024-06-06
51319,10,2024-06-06
51321,1,2024-06-07
51322,1,2024-06-07
51324,2,2024-06-07
51325,1,2024-06-07
51327,1,2024-06-07
51329,1,2024-06-07
51331,1,2024-06-07
51331,2,2024-06-07
51333,1,2024-06-07
51335,1,2024-06-07
51335,2,2024-06-07
51336,1,2024-06-08
51336,2,2024-06-08
51337,2,2024-06-08
51339,1,2024-06-08
51340,1,2024-06-08
51341,1,2024-06-08
51343,1,2024-06-08
51344,1,2024-06-08
51345,1,2024-06-08
51346,1,2024-06-08
51347,1,2024-06-08
51349,1,2024-06-08
51350,2,2024-06-08
51352,1,2024-06-08
51353,1,2024-06-08
51354,2,2024-06-08
51355,1,2024-06-08
51356,1,2024-06-08
51357,1,2024-06-08
51357,2,2024-06-08
51358,1,2024-06-08
51359,1,2024-06-09
51360,1,2024-06-09
51361,1,2024-06-09
51362,1,2024-06-09
51363,1,2024-06-09
51365,1,2024-06-09
51366,2,2024-06-09
51367,1,2024-06-09
51369,1,2024-06-09
51370,1,2024-06-09
51371,1,2024-06-09
51372,1,2024-06-09
51376,2,2024-06-10
51378,1,2024-06-10
51378,2,2024-06-10
51379,1,2024-06-10
51379,2,2024-06-10
51380,1,2024-06-10
51380,2,2024-06-10
51381,2,2024-06-10
51382,2,2024-06-10
51384,1,2024-06-10
51385,1,2024-06-10
51386,1,2024-06-10
51386,2,2024-06-10
51387,1,2024-06-10
51387,2,2024-06-10
51388,2,2024-06-10
51389,1,2024-06-10
51390,1,2024-06-10
51390,2,2024-06-10
51391,1,2024-06-11
51391,2,2024-06-11
51392,1,2024-06-11
51394,2,2024-06-11
51395,2,2024-06-11
51397,1,2024-06-11
51398,2,2024-06-11
51399,1,2024-06-11
51399,2,2024-06-11
51401,1,2024-06-11
51401,2,2024-06-11
51402,1,2024-06-11
51402,2,2024-06-11
51404,1,2024-06-11
51405,1,2024-06-11
51405,2,2024-06-11
51406,1,2024-06-11
51406,2,2024-06-11
51407,1,2024-06-12
51408,1,2024-06-12
51409,1,2024-06-12
51409,2,2024-06-12
51410,1,2024-06-12
51411,1,2024-06-12
51412,1,2024-06-12
51413,1,2024-06-12
51414,1,2024-06-12
51415,1,2024-06-12
51417,1,2024-06-12
51418,1,2024-06-12
51418,2,2024-06-12
51419,1,2024-06-12
51420,1,2024-06-12
51421,2,2024-06-12
51422,1,2024-06-12
51423,1,2024-06-12
51424,1,2024-06-12
51428,1,2024-06-13
51429,6,2024-06-13
51430,1,2024-06-13
51431,1,2024-06-13
51432,1,2024-06-13
51432,2,2024-06-13
51435,1,2024-06-13
51435,2,2024-06-13
51437,1,2024-06-13
51439,1,2024-06-13
51439,10,2024-06-13
51440,2,2024-06-14
51441,1,2024-06-14
51442,1,2024-06-14
51443,1,2024-06-14
51443,2,2024-06-14
51444,1,2024-06-14
51445,1,2024-06-14
51447,1,2024-06-14
51448,1,2024-06-14
51448,2,2024-06-14
51452,1,2024-06-14
51452,2,2024-06-14
51452,10,2024-06-14
51453,1,2024-06-14
51453,2,2024-06-14
51454,1,2024-06-14
51455,1,2024-06-14
51456,1,2024-06-15
51457,1,2024-06-15
51458,1,2024-06-15
51459,1,2024-06-15
51460,1,2024-06-15
51461,1,2024-06-15
51462,1,2024-06-15
51465,1,2024-06-16
51466,1,2024-06-16
51467,1,2024-06-16
51469,1,2024-06-16
51472,1,2024-06-16
51473,1,2024-06-16
51474,1,2024-06-16
51475,1,2024-06-16
51475,2,2024-06-16
51476,1,2024-06-16
51476,2,2024-06-16
51477,5,2024-06-16
51478,1,2024-06-17
51479,1,2024-06-17
51480,1,2024-06-17
51480,2,2024-06-17
51481,1,2024-06-17
51483,1,2024-06-17
51485,1,2024-06-17
51486,1,2024-06-17
51487,1,2024-06-17
51488,1,2024-06-17
51489,1,2024-06-17
51489,2,2024-06-17
51490,1,2024-06-17
51490,2,2024-06-17
51491,2,2024-06-17
51492,1,2024-06-17
51492,2,2024-06-17
51493,1,2024-06-17
51494,1,2024-06-17
51495,1,2024-06-17
51495,2,2024-06-17
51496,1,2024-06-17
51497,1,2024-06-17
51500,1,2024-06-17
51500,2,2024-06-17
51502,1,2024-06-18
51502,2,2024-06-18
51503,2,2024-06-18
51504,6,2024-06-18
51506,1,2024-06-18
51507,1,2024-06-18
51509,1,2024-06-18
51511,1,2024-06-19
51511,2,2024-06-19
51512,1,2024-06-19
51513,1,2024-06-19
51514,1,2024-06-19
51515,2,2024-06-19
51516,2,2024-06-19
51517,1,2024-06-19
51518,1,2024-06-19
51519,2,2024-06-19
51520,1,2024-06-19
51520,2,2024-06-19
51521,2,2024-06-19
51522,1,2024-06-19
51522,2,2024-06-19
51523,1,2024-06-19
51523,2,2024-06-19
51524,1,2024-06-19
51528,1,2024-06-20
51529,1,2024-06-20
51530,2,2024-06-20
51531,1,2024-06-20
51531,2,2024-06-20
51533,2,2024-06-20
51534,1,2024-06-20
51534,2,2024-06-20
51535,2,2024-06-20
51536,6,2024-06-20
51538,1,2024-06-20
51538,2,2024-06-20
51539,1,2024-06-20
51539,2,2024-06-20
51541,1,2024-06-20
51543,1,2024-06-21
51545,2,2024-06-21
51546,1,2024-06-21
51548,1,2024-06-21
51549,1,2024-06-21
51551,1,2024-06-21
51552,1,2024-06-21
51553,1,2024-06-21
51554,1,2024-06-21
51555,1,2024-06-21
51555,2,2024-06-21
51556,1,2024-06-21
51557,2,2024-06-21
51558,1,2024-06-21
51559,1,2024-06-21
51561,1,2024-06-21
51562,1,2024-06-21
51563,1,2024-06-21
51563,2,2024-06-21
51564,1,2024-06-21
51565,1,2024-06-21
51566,1,2024-06-21
51567,1,2024-06-21
51568,1,2024-06-21
51568,2,2024-06-21
51569,1,2024-06-21
51569,2,2024-06-21
51572,2,2024-06-22
51575,2,2024-06-22
51576,2,2024-06-22
51577,2,2024-06-22
51578,1,2024-06-22
51578,2,2024-06-22
51579,1,2024-06-22
51580,1,2024-06-22
51580,2,2024-06-22
51580,10,2024-06-22
51581,1,2024-06-22
51582,1,2024-06-22
51586,1,2024-06-23
51587,1,2024-06-23
51587,2,2024-06-23
51588,1,2024-06-23
51589,1,2024-06-23
51589,2,2024-06-23
51590,1,2024-06-23
51591,1,2024-06-23
51591,2,2024-06-23
51594,1,2024-06-23
51594,2,2024-06-23
51595,1,2024-06-23
51597,1,2024-06-23
51598,5,2024-06-23
51603,1,2024-06-23
51603,2,2024-06-23
51604,1,2024-06-24
51605,1,2024-06-24
51606,2,2024-06-24
51607,2,2024-06-24
51608,1,2024-06-24
51609,1,2024-06-24
51609,10,2024-06-24
51610,1,2024-06-24
51611,1,2024-06-24
51611,2,2024-06-24
51612,1,2024-06-24
51613,1,2024-06-24
51613,2,2024-06-24
51614,2,2024-06-24
51615,1,2024-06-24
51615,2,2024-06-24
51616,1,2024-06-24
51617,1,2024-06-24
51619,1,2024-06-25
51620,1,2024-06-25
51621,1,2024-06-25
51622,1,2024-06-25
51622,2,2024-06-25
51623,1,2024-06-25
51623,2,2024-06-25
51624,1,2024-06-25
51624,2,2024-06-25
51625,1,2024-06-25
51626,1,2024-06-25
51627,1,2024-06-25
51629,1,2024-06-25
51630,1,2024-06-25
51634,1,2024-06-25
51635,1,2024-06-26
51636,1,2024-06-26
51637,1,2024-06-26
51638,1,2024-06-26
51639,1,2024-06-26
51639,10,2024-06-26
51640,1,2024-06-26
51642,2,2024-06-26
51644,2,2024-06-26
51645,1,2024-06-26
51645,10,2024-06-26
51646,1,2024-06-26
51647,1,2024-06-26
51647,2,2024-06-26
51648,1,2024-06-26
51649,1,2024-06-26
51650,2,2024-06-26
51651,2,2024-06-26
51652,1,2024-06-26
51654,1,2024-06-26
51655,1,2024-06-26
51657,1,2024-06-26
51659,1,2024-06-26
51660,1,2024-06-27
51661,1,2024-06-27
51662,2,2024-06-27
51663,1,2024-06-27
51664,1,2024-06-27
51664,10,2024-06-27
51665,1,2024-06-27
51665,2,2024-06-27
51666,1,2024-06-27
51666,2,2024-06-27
51666,10,2024-06-27
51667,2,2024-06-27
51668,2,2024-06-27
51669,1,2024-06-27
51670,1,2024-06-27
51670,2,2024-06-27
51672,1,2024-06-28
51673,1,2024-06-28
51674,1,2024-06-28
51675,1,2024-06-28
51679,1,2024-06-28
51679,2,2024-06-28
51681,1,2024-06-28
51682,2,2024-06-28
51683,1,2024-06-28
51683,2,2024-06-28
51684,1,2024-06-28
51686,1,2024-06-28
51687,1,2024-06-28
51689,1,2024-06-28
51877,1,2024-06-29
51878,2,2024-06-29
51879,1,2024-06-29
51880,1,2024-06-29
51881,1,2024-06-29
51882,1,2024-06-29
51883,4,2024-06-29
51884,1,2024-06-29
51885,1,2024-06-29
51886,1,2024-06-29
51887,1,2024-06-29
51888,1,2024-06-29
51889,1,2024-06-29
51890,1,2024-06-29
51891,1,2024-06-29
51892,1,2024-06-29
51893,4,2024-06-29
51894,1,2024-06-29
51895,1,2024-06-29
51896,1,2024-06-29
51897,1,2024-06-29
51898,1,2024-06-29
51899,1,2024-06-29
51899,10,2024-06-29
51900,1,2024-06-29
51901,1,2024-06-29
51902,1,2024-06-29
51903,1,2024-06-29
51904,1,2024-06-29
51905,1,2024-06-29
51907,1,2024-06-29
51908,1,2024-06-29
51909,1,2024-06-29
51910,1,2024-06-29
51911,1,2024-06-29
51912,4,2024-06-29
51913,1,2024-06-29
51914,1,2024-06-29
51915,1,2024-06-29
51915,2,2024-06-29
51916,2,2024-06-29
51917,1,2024-06-29
51917,2,2024-06-29
51918,1,2024-06-29
51919,1,2024-06-29
51919,2,2024-06-29
51920,1,2024-06-29
51923,1,2024-06-30
51924,1,2024-06-30
51924,10,2024-06-30
51925,1,2024-06-30
51926,1,2024-06-30
51927,1,2024-06-30
51928,1,2024-06-30
51929,4,2024-06-30
51930,4,2024-06-30
51931,1,2024-06-30
51931,10,2024-06-30
51932,1,2024-06-30
51933,1,2024-06-30
51934,1,2024-06-30
51935,1,2024-06-30
51936,1,2024-06-30
51937,1,2024-06-30
51937,10,2024-06-30
51938,4,2024-06-30
51938,10,2024-06-30
51939,1,2024-06-30
51940,1,2024-06-30
51941,1,2024-06-30
51942,1,2024-06-30
51942,10,2024-06-30
51943,1,2024-06-30
51943,10,2024-06-30
51944,1,2024-06-30
51945,1,2024-06-30
51946,1,2024-06-30
51947,1,2024-06-30
51948,1,2024-06-30
51949,1,2024-06-30
51949,10,2024-06-30
51950,1,2024-06-30
51950,10,2024-06-30
51951,1,2024-06-30
51952,1,2024-06-30
51953,1,2024-06-30
51954,1,2024-06-30
51955,1,2024-06-30
51956,1,2024-06-30
51957,1,2024-06-30
51958,1,2024-06-30
51959,1,2024-06-30
51960,1,2024-06-30
51960,2,2024-06-30
51962,1,2024-06-30
51963,1,2024-06-30
51964,1,2024-06-30
51964,2,2024-06-30
51965,1,2024-07-01
51965,2,2024-07-01
51966,1,2024-07-01
51967,1,2024-07-01
51968,6,2024-07-01
51969,1,2024-07-01
51970,1,2024-07-01
51971,1,2024-07-01
51972,4,2024-07-01
51973,1,2024-07-01
51974,4,2024-07-01
51975,1,2024-07-01
51975,10,2024-07-01
51976,1,2024-07-01
51977,1,2024-07-01
51978,1,2024-07-01
51980,4,2024-07-01
51981,4,2024-07-01
51982,1,2024-07-01
51983,1,2024-07-01
51984,1,2024-07-01
51985,1,2024-07-01
51986,1,2024-07-01
51987,1,2024-07-01
51988,1,2024-07-01
51989,1,2024-07-01
51990,1,2024-07-01
51991,1,2024-07-01
51992,1,2024-07-01
51993,6,2024-07-01
51994,1,2024-07-01
51995,1,2024-07-01
51996,1,2024-07-01
51996,10,2024-07-01
51997,1,2024-07-01
51998,1,2024-07-01
51998,10,2024-07-01
51999,1,2024-07-01
52000,1,2024-07-01
52001,1,2024-07-01
52002,1,2024-07-01
52003,1,2024-07-01
52004,1,2024-07-01
52004,2,2024-07-01
52005,1,2024-07-01
52005,2,2024-07-01
52006,2,2024-07-01
52007,2,2024-07-01
52008,1,2024-07-01
52009,1,2024-07-01
52010,1,2024-07-01
52011,1,2024-07-01
52013,1,2024-07-01
52017,1,2024-07-01
52018,2,2024-07-01
52019,1,2024-07-02
52020,1,2024-07-02
52021,1,2024-07-02
52022,1,2024-07-02
52023,4,2024-07-02
52024,1,2024-07-02
52025,1,2024-07-02
52026,1,2024-07-02
52027,1,2024-07-02
52028,1,2024-07-02
52029,1,2024-07-02
52030,1,2024-07-02
52030,10,2024-07-02
52031,1,2024-07-02
52032,5,2024-07-02
52033,1,2024-07-02
52034,4,2024-07-02
52035,1,2024-07-02
52036,1,2024-07-02
52037,1,2024-07-02
52038,4,2024-07-02
52039,1,2024-07-02
52040,1,2024-07-02
52042,1,2024-07-02
52043,1,2024-07-02
52044,1,2024-07-02
52045,1,2024-07-02
52046,1,2024-07-02
52047,1,2024-07-02
52048,1,2024-07-02
52049,1,2024-07-02
52050,1,2024-07-02
52051,1,2024-07-02
52052,1,2024-07-02
52053,1,2024-07-02
52054,1,2024-07-02
52055,1,2024-07-02
52056,2,2024-07-02
52056,10,2024-07-02
52057,2,2024-07-02
52058,1,2024-07-02
52059,2,2024-07-02
52060,1,2024-07-02
52060,2,2024-07-02
52062,1,2024-07-02
52062,2,2024-07-02
52063,1,2024-07-02
52063,2,2024-07-02
52064,1,2024-07-02
52066,1,2024-07-03
52066,10,2024-07-03
52067,1,2024-07-03
52067,10,2024-07-03
52068,1,2024-07-03
52068,10,2024-07-03
52069,1,2024-07-03
52070,1,2024-07-03
52071,1,2024-07-03
52072,1,2024-07-03
52073,1,2024-07-03
52074,1,2024-07-03
52076,1,2024-07-03
52077,1,2024-07-03
52078,1,2024-07-03
52079,1,2024-07-03
52080,1,2024-07-03
52081,1,2024-07-03
52082,1,2024-07-03
52083,1,2024-07-03
52083,10,2024-07-03
52084,1,2024-07-03
52085,1,2024-07-03
52086,1,2024-07-03
52087,1,2024-07-03
52088,1,2024-07-03
52089,6,2024-07-03
52090,1,2024-07-03
52092,6,2024-07-03
52093,1,2024-07-03
52094,1,2024-07-03
52095,1,2024-07-03
52096,1,2024-07-03
52097,1,2024-07-03
52098,1,2024-07-03
52099,1,2024-07-03
52100,1,2024-07-03
52100,10,2024-07-03
52101,1,2024-07-03
52102,1,2024-07-03
52103,1,2024-07-03
52103,10,2024-07-03
52104,1,2024-07-03
52105,1,2024-07-03
52108,1,2024-07-04
52110,1,2024-07-04
52112,1,2024-07-04
52113,4,2024-07-04
52114,1,2024-07-04
52115,1,2024-07-04
52116,1,2024-07-04
52117,6,2024-07-04
52118,1,2024-07-04
52119,1,2024-07-04
52120,6,2024-07-04
52121,1,2024-07-04
52122,1,2024-07-04
52123,6,2024-07-04
52124,1,2024-07-04
52125,1,2024-07-04
52126,1,2024-07-04
52127,1,2024-07-04
52128,1,2024-07-04
52129,1,2024-07-04
52130,1,2024-07-04
52131,6,2024-07-04
52132,1,2024-07-04
52133,1,2024-07-04
52134,1,2024-07-04
52135,1,2024-07-04
52136,1,2024-07-04
52137,1,2024-07-04
52137,10,2024-07-04
52138,1,2024-07-04
52139,1,2024-07-04
52140,1,2024-07-04
52140,10,2024-07-04
52141,1,2024-07-04
52142,1,2024-07-04
52143,1,2024-07-04
52144,1,2024-07-04
52145,1,2024-07-04
52146,1,2024-07-04
52146,2,2024-07-04
52147,1,2024-07-04
52147,2,2024-07-04
52148,6,2024-07-04
52150,1,2024-07-04
52152,1,2024-07-04
52152,2,2024-07-04
52153,2,2024-07-05
52154,1,2024-07-05
52155,2,2024-07-05
52156,1,2024-07-05
52156,2,2024-07-05
52158,1,2024-07-05
52158,2,2024-07-05
52159,1,2024-07-05
52160,1,2024-07-05
52160,2,2024-07-05
52161,1,2024-07-05
52161,2,2024-07-05
52162,1,2024-07-05
52163,4,2024-07-05
52164,1,2024-07-05
52165,1,2024-07-05
52166,1,2024-07-05
52167,1,2024-07-05
52168,1,2024-07-05
52169,4,2024-07-05
52171,1,2024-07-05
52172,1,2024-07-05
52173,1,2024-07-05
52174,1,2024-07-05
52175,1,2024-07-05
52175,10,2024-07-05
52176,4,2024-07-05
52177,1,2024-07-05
52178,1,2024-07-05
52179,1,2024-07-05
52180,6,2024-07-05
52181,1,2024-07-05
52182,1,2024-07-05
52183,1,2024-07-05
52184,6,2024-07-05
52185,1,2024-07-05
52186,1,2024-07-05
52187,1,2024-07-05
52188,1,2024-07-05
52189,1,2024-07-05
52190,1,2024-07-05
52191,1,2024-07-05
52192,1,2024-07-05
52193,1,2024-07-05
52193,10,2024-07-05
52194,1,2024-07-05
52195,1,2024-07-05
52196,1,2024-07-05
52197,1,2024-07-05
52198,1,2024-07-05
52199,1,2024-07-05
52200,1,2024-07-05
52201,1,2024-07-05
52202,1,2024-07-05
52203,1,2024-07-05
52204,1,2024-07-05
52204,2,2024-07-05
52205,1,2024-07-05
52206,1,2024-07-05
52207,1,2024-07-05
52208,1,2024-07-05
52209,1,2024-07-05
52210,1,2024-07-05
52211,1,2024-07-06
52212,2,2024-07-06
52213,1,2024-07-06
52215,1,2024-07-06
52216,1,2024-07-06
52217,1,2024-07-06
52218,1,2024-07-06
52219,1,2024-07-06
52220,1,2024-07-06
52220,10,2024-07-06
52221,4,2024-07-06
52222,1,2024-07-06
52222,2,2024-07-06
52223,1,2024-07-06
52224,1,2024-07-06
52225,1,2024-07-06
52226,1,2024-07-06
52227,1,2024-07-06
52228,1,2024-07-06
52229,1,2024-07-06
52230,1,2024-07-06
52231,4,2024-07-06
52231,10,2024-07-06
52232,1,2024-07-06
52233,1,2024-07-06
52233,10,2024-07-06
52234,1,2024-07-06
52235,1,2024-07-06
52236,1,2024-07-06
52237,1,2024-07-06
52238,1,2024-07-06
52239,6,2024-07-06
52240,1,2024-07-06
52241,1,2024-07-06
52242,1,2024-07-06
52243,1,2024-07-06
52244,1,2024-07-06
52245,1,2024-07-06
52245,10,2024-07-06
52246,1,2024-07-06
52247,6,2024-07-06
52248,1,2024-07-06
52249,1,2024-07-06
52249,10,2024-07-06
52250,1,2024-07-06
52250,10,2024-07-06
52251,1,2024-07-06
52252,1,2024-07-06
52253,1,2024-07-06
52254,1,2024-07-06
52255,1,2024-07-06
52256,1,2024-07-06
52257,1,2024-07-06
52258,1,2024-07-06
52259,1,2024-07-06
52260,1,2024-07-06
52260,10,2024-07-06
52261,1,2024-07-06
52262,1,2024-07-06
52263,1,2024-07-06
52263,10,2024-07-06
52264,1,2024-07-06
52264,2,2024-07-06
52265,1,2024-07-06
52266,1,2024-07-06
52267,1,2024-07-06
52268,1,2024-07-06
52268,2,2024-07-06
52269,5,2024-07-06
52270,1,2024-07-06
52270,2,2024-07-06
52271,1,2024-07-06
52273,1,2024-07-06
52274,1,2024-07-06
52275,1,2024-07-06
52275,2,2024-07-06
52275,10,2024-07-06
52276,1,2024-07-06
52277,1,2024-07-06
52277,2,2024-07-06
52278,1,2024-07-07
52279,1,2024-07-07
52280,1,2024-07-07
52281,1,2024-07-07
52281,2,2024-07-07
52283,1,2024-07-07
52284,1,2024-07-07
52284,10,2024-07-07
52285,1,2024-07-07
52285,10,2024-07-07
52286,1,2024-07-07
52287,1,2024-07-07
52288,4,2024-07-07
52289,1,2024-07-07
52290,1,2024-07-07
52291,1,2024-07-07
52292,1,2024-07-07
52293,1,2024-07-07
52294,2,2024-07-07
52295,6,2024-07-07
52297,1,2024-07-07
52298,1,2024-07-07
52299,1,2024-07-07
52300,1,2024-07-07
52301,1,2024-07-07
52302,1,2024-07-07
52303,4,2024-07-07
52304,1,2024-07-07
52305,1,2024-07-07
52306,1,2024-07-07
52307,1,2024-07-07
52308,1,2024-07-07
52309,1,2024-07-07
52309,10,2024-07-07
52310,1,2024-07-07
52311,1,2024-07-07
52312,1,2024-07-07
52314,1,2024-07-07
52315,1,2024-07-07
52316,4,2024-07-07
52317,1,2024-07-07
52318,1,2024-07-07
52318,2,2024-07-07
52319,1,2024-07-07
52320,1,2024-07-07
52321,1,2024-07-07
52322,1,2024-07-07
52323,1,2024-07-07
52323,2,2024-07-07
52324,1,2024-07-07
52326,1,2024-07-07
52327,1,2024-07-07
52328,1,2024-07-07
52329,1,2024-07-08
52330,1,2024-07-08
52331,1,2024-07-08
52332,1,2024-07-08
52333,4,2024-07-08
52334,1,2024-07-08
52335,1,2024-07-08
52336,1,2024-07-08
52337,1,2024-07-08
52338,1,2024-07-08
52339,1,2024-07-08
52340,1,2024-07-08
52341,1,2024-07-08
52342,1,2024-07-08
52343,6,2024-07-08
52344,1,2024-07-08
