currencyrateid,currencyratedate,fromcurrencycode,tocurrencycode,averagerate,endofdayrate,modifieddate
1107,2022-08-23,USD,AUD,1.579,1.5782,2022-08-23 00:00:00.000
1108,2022-08-23,USD,BRL,1.7689,1.7649,2022-08-23 00:00:00.000
1109,2022-08-23,USD,CAD,1.4474,1.444,2022-08-23 00:00:00.000
1110,2022-08-23,USD,CNY,8.2796,8.279,2022-08-23 00:00:00.000
1111,2022-08-23,USD,DEM,1.9957,1.9953,2022-08-23 00:00:00.000
1112,2022-08-23,USD,EUR,1.0204,1.0203,2022-08-23 00:00:00.000
1113,2022-08-23,USD,FRF,6.6932,6.6932,2022-08-23 00:00:00.000
1114,2022-08-23,USD,GBP,0.6262,0.6252,2022-08-23 00:00:00.000
1115,2022-08-23,USD,JPY,108.725,108.705,2022-08-23 00:00:00.000
1116,2022-08-23,USD,MXN,9.4268,9.422,2022-08-23 00:00:00.000
1117,2022-08-23,USD,SAR,3.7505,3.7454,2022-08-23 00:00:00.000
1118,2022-08-23,USD,VEB,657.0099,657.0,2022-08-23 00:00:00.000
1119,2022-08-24,USD,ARS,0.9998,0.9998,2022-08-24 00:00:00.000
1120,2022-08-24,USD,AUD,1.5837,1.5845,2022-08-24 00:00:00.000
1121,2022-08-24,USD,BRL,1.766,1.77,2022-08-24 00:00:00.000
1122,2022-08-24,USD,CAD,1.4463,1.451,2022-08-24 00:00:00.000
1123,2022-08-24,USD,CNY,8.2796,8.2797,2022-08-24 00:00:00.000
1124,2022-08-24,USD,DEM,1.9832,1.9834,2022-08-24 00:00:00.000
1125,2022-08-24,USD,EUR,1.014,1.0148,2022-08-24 00:00:00.000
1126,2022-08-24,USD,FRF,6.6513,6.6515,2022-08-24 00:00:00.000
1127,2022-08-24,USD,GBP,0.6203,0.6203,2022-08-24 00:00:00.000
1128,2022-08-24,USD,JPY,109.537,109.608,2022-08-24 00:00:00.000
1129,2022-08-24,USD,MXN,9.407,9.412,2022-08-24 00:00:00.000
1130,2022-08-24,USD,SAR,3.7505,3.7572,2022-08-24 00:00:00.000
1131,2022-08-24,USD,VEB,657.5099,657.59,2022-08-24 00:00:00.000
1132,2022-08-25,USD,ARS,0.9998,0.9992,2022-08-25 00:00:00.000
1133,2022-08-25,USD,AUD,1.5766,1.5765,2022-08-25 00:00:00.000
1134,2022-08-25,USD,BRL,1.7689,1.766,2022-08-25 00:00:00.000
1135,2022-08-25,USD,CAD,1.4451,1.4447,2022-08-25 00:00:00.000
1136,2022-08-25,USD,CNY,8.2796,8.2796,2022-08-25 00:00:00.000
1137,2022-08-25,USD,DEM,1.9696,1.969,2022-08-25 00:00:00.000
1138,2022-08-25,USD,EUR,1.0069,1.0061,2022-08-25 00:00:00.000
1139,2022-08-25,USD,FRF,6.6058,6.6048,2022-08-25 00:00:00.000
1140,2022-08-25,USD,GBP,0.6186,0.6177,2022-08-25 00:00:00.000
1141,2022-08-25,USD,JPY,109.537,109.465,2022-08-25 00:00:00.000
1142,2022-08-25,USD,MXN,9.435,9.426,2022-08-25 00:00:00.000
1143,2022-08-25,USD,SAR,3.7505,3.7429,2022-08-25 00:00:00.000
1144,2022-08-25,USD,VEB,659.25,659.1699,2022-08-25 00:00:00.000
1145,2022-08-26,USD,ARS,0.9998,1.0005,2022-08-26 00:00:00.000
1146,2022-08-26,USD,AUD,1.5845,1.585,2022-08-26 00:00:00.000
1147,2022-08-26,USD,BRL,1.7669,1.77,2022-08-26 00:00:00.000
1148,2022-08-26,USD,CAD,1.4492,1.4585,2022-08-26 00:00:00.000
1149,2022-08-26,USD,CNY,8.2796,8.2796,2022-08-26 00:00:00.000
1150,2022-08-26,USD,DEM,1.9866,1.987,2022-08-26 00:00:00.000
1151,2022-08-26,USD,EUR,1.0158,1.0167,2022-08-26 00:00:00.000
1152,2022-08-26,USD,FRF,6.6631,6.6637,2022-08-26 00:00:00.000
1153,2022-08-26,USD,GBP,0.6217,0.6226,2022-08-26 00:00:00.000
1154,2022-08-26,USD,JPY,109.244,109.296,2022-08-26 00:00:00.000
1155,2022-08-26,USD,MXN,9.4306,9.4329,2022-08-26 00:00:00.000
1156,2022-08-26,USD,SAR,3.7503,3.7524,2022-08-26 00:00:00.000
1157,2022-08-26,USD,VEB,658.0099,658.1,2022-08-26 00:00:00.000
1158,2022-08-27,USD,ARS,0.9938,0.9936,2022-08-27 00:00:00.000
1159,2022-08-27,USD,AUD,1.5851,1.5842,2022-08-27 00:00:00.000
1160,2022-08-27,USD,BRL,1.7729,1.7649,2022-08-27 00:00:00.000
1161,2022-08-27,USD,CAD,1.4496,1.444,2022-08-27 00:00:00.000
1162,2022-08-27,USD,CNY,8.2796,8.2792,2022-08-27 00:00:00.000
1163,2022-08-27,USD,DEM,1.9798,1.979,2022-08-27 00:00:00.000
1164,2022-08-27,USD,EUR,1.0122,1.0121,2022-08-27 00:00:00.000
1165,2022-08-27,USD,FRF,6.6398,6.6394,2022-08-27 00:00:00.000
1166,2022-08-27,USD,GBP,0.6273,0.6269,2022-08-27 00:00:00.000
1167,2022-08-27,USD,JPY,108.854,108.768,2022-08-27 00:00:00.000
1168,2022-08-27,USD,MXN,9.4269,9.422,2022-08-27 00:00:00.000
1169,2022-08-27,USD,SAR,3.7503,3.7494,2022-08-27 00:00:00.000
1170,2022-08-27,USD,VEB,658.0,657.96,2022-08-27 00:00:00.000
1171,2022-08-28,USD,ARS,0.9938,0.994,2022-08-28 00:00:00.000
1172,2022-08-28,USD,AUD,1.5886,1.5889,2022-08-28 00:00:00.000
1173,2022-08-28,USD,BRL,1.7729,1.776,2022-08-28 00:00:00.000
1174,2022-08-28,USD,CAD,1.448,1.4547,2022-08-28 00:00:00.000
1175,2022-08-28,USD,CNY,8.2791,8.28,2022-08-28 00:00:00.000
1176,2022-08-28,USD,DEM,1.9798,1.9799,2022-08-28 00:00:00.000
1177,2022-08-28,USD,EUR,1.0122,1.0127,2022-08-28 00:00:00.000
1178,2022-08-28,USD,FRF,6.6398,6.6406,2022-08-28 00:00:00.000
1179,2022-08-28,USD,GBP,0.6273,0.6281,2022-08-28 00:00:00.000
1180,2022-08-28,USD,JPY,108.93,109.025,2022-08-28 00:00:00.000
1181,2022-08-28,USD,MXN,9.4269,9.4309,2022-08-28 00:00:00.000
1182,2022-08-28,USD,SAR,3.7503,3.7581,2022-08-28 00:00:00.000
1183,2022-08-28,USD,VEB,658.0,658.0099,2022-08-28 00:00:00.000
1184,2022-08-29,USD,ARS,0.9938,0.9937,2022-08-29 00:00:00.000
1185,2022-08-29,USD,AUD,1.5915,1.5909,2022-08-29 00:00:00.000
1186,2022-08-29,USD,BRL,1.7729,1.7649,2022-08-29 00:00:00.000
1187,2022-08-29,USD,CAD,1.4504,1.45,2022-08-29 00:00:00.000
1188,2022-08-29,USD,CNY,8.2789,8.2786,2022-08-29 00:00:00.000
1189,2022-08-29,USD,DEM,1.9833,1.9827,2022-08-29 00:00:00.000
1190,2022-08-29,USD,EUR,1.014,1.0133,2022-08-29 00:00:00.000
1191,2022-08-29,USD,FRF,6.6516,6.6509,2022-08-29 00:00:00.000
1192,2022-08-29,USD,GBP,0.6277,0.6276,2022-08-29 00:00:00.000
1193,2022-08-29,USD,JPY,108.946,108.863,2022-08-29 00:00:00.000
1194,2022-08-29,USD,MXN,9.4269,9.4209,2022-08-29 00:00:00.000
1195,2022-08-29,USD,SAR,3.7503,3.7404,2022-08-29 00:00:00.000
1196,2022-08-29,USD,VEB,658.0,657.98,2022-08-29 00:00:00.000
1197,2022-08-30,USD,ARS,0.9998,1.0004,2022-08-30 00:00:00.000
1198,2022-08-30,USD,AUD,1.5958,1.5961,2022-08-30 00:00:00.000
1199,2022-08-30,USD,BRL,1.774,1.782,2022-08-30 00:00:00.000
1200,2022-08-30,USD,CAD,1.4572,1.466,2022-08-30 00:00:00.000
1201,2022-08-30,USD,CNY,8.2787,8.2797,2022-08-30 00:00:00.000
1202,2022-08-30,USD,DEM,1.9965,1.9967,2022-08-30 00:00:00.000
1203,2022-08-30,USD,EUR,1.0208,1.0213,2022-08-30 00:00:00.000
1204,2022-08-30,USD,FRF,6.6965,6.697,2022-08-30 00:00:00.000
1205,2022-08-30,USD,GBP,0.6301,0.6309,2022-08-30 00:00:00.000
1206,2022-08-30,USD,JPY,108.906,108.915,2022-08-30 00:00:00.000
1207,2022-08-30,USD,MXN,9.4,9.4039,2022-08-30 00:00:00.000
1208,2022-08-30,USD,SAR,3.7504,3.7557,2022-08-30 00:00:00.000
1209,2022-08-30,USD,VEB,658.5,658.5099,2022-08-30 00:00:00.000
1210,2022-08-31,USD,ARS,0.9998,0.9992,2022-08-31 00:00:00.000
1211,2022-08-31,USD,AUD,1.5913,1.5907,2022-08-31 00:00:00.000
1212,2022-08-31,USD,BRL,1.7769,1.768,2022-08-31 00:00:00.000
1213,2022-08-31,USD,CAD,1.456,1.4467,2022-08-31 00:00:00.000
1214,2022-08-31,USD,CNY,8.2784,8.2782,2022-08-31 00:00:00.000
1215,2022-08-31,USD,DEM,1.9932,1.9923,2022-08-31 00:00:00.000
1216,2022-08-31,USD,EUR,1.019,1.0186,2022-08-31 00:00:00.000
1217,2022-08-31,USD,FRF,6.6848,6.6844,2022-08-31 00:00:00.000
1218,2022-08-31,USD,GBP,0.6266,0.6257,2022-08-31 00:00:00.000
1219,2022-08-31,USD,JPY,109.093,109.092,2022-08-31 00:00:00.000
1220,2022-08-31,USD,MXN,9.3658,9.3599,2022-08-31 00:00:00.000
1221,2022-08-31,USD,SAR,3.7505,3.7488,2022-08-31 00:00:00.000
1222,2022-08-31,USD,VEB,659.0,658.94,2022-08-31 00:00:00.000
1223,2022-09-01,USD,ARS,0.9998,1.0004,2022-09-01 00:00:00.000
1224,2022-09-01,USD,AUD,1.5844,1.5848,2022-09-01 00:00:00.000
1225,2022-09-01,USD,BRL,1.775,1.7769,2022-09-01 00:00:00.000
1226,2022-09-01,USD,CAD,1.4538,1.457,2022-09-01 00:00:00.000
1227,2022-09-01,USD,CNY,8.2784,8.2789,2022-09-01 00:00:00.000
1228,2022-09-01,USD,DEM,1.9836,1.9844,2022-09-01 00:00:00.000
1229,2022-09-01,USD,EUR,1.0142,1.0149,2022-09-01 00:00:00.000
1230,2022-09-01,USD,FRF,6.6527,6.6528,2022-09-01 00:00:00.000
1231,2022-09-01,USD,GBP,0.622,0.6228,2022-09-01 00:00:00.000
1232,2022-09-01,USD,JPY,109.405,109.456,2022-09-01 00:00:00.000
1233,2022-09-01,USD,MXN,9.3755,9.377,2022-09-01 00:00:00.000
1234,2022-09-01,USD,SAR,3.7505,3.7519,2022-09-01 00:00:00.000
1235,2022-09-01,USD,VEB,659.75,659.7999,2022-09-01 00:00:00.000
1236,2022-09-02,USD,ARS,0.9998,0.9988,2022-09-02 00:00:00.000
1237,2022-09-02,USD,AUD,1.5827,1.5823,2022-09-02 00:00:00.000
1238,2022-09-02,USD,BRL,1.7729,1.7729,2022-09-02 00:00:00.000
1239,2022-09-02,USD,CAD,1.451,1.4466,2022-09-02 00:00:00.000
1240,2022-09-02,USD,CNY,8.278,8.2771,2022-09-02 00:00:00.000
1241,2022-09-02,USD,DEM,1.9802,1.9793,2022-09-02 00:00:00.000
1242,2022-09-02,USD,EUR,1.0124,1.0119,2022-09-02 00:00:00.000
1243,2022-09-02,USD,FRF,6.641,6.6405,2022-09-02 00:00:00.000
1244,2022-09-02,USD,GBP,0.622,0.6211,2022-09-02 00:00:00.000
1245,2022-09-02,USD,JPY,110.684,110.653,2022-09-02 00:00:00.000
1246,2022-09-02,USD,MXN,9.3757,9.371,2022-09-02 00:00:00.000
1247,2022-09-02,USD,SAR,3.7505,3.7484,2022-09-02 00:00:00.000
1248,2022-09-02,USD,VEB,660.5,660.4199,2022-09-02 00:00:00.000
1249,2022-09-03,USD,ARS,0.9992,1.0003,2022-09-03 00:00:00.000
1250,2022-09-03,USD,AUD,1.5903,1.5904,2022-09-03 00:00:00.000
1251,2022-09-03,USD,BRL,1.7789,1.7809,2022-09-03 00:00:00.000
1252,2022-09-03,USD,CAD,1.4514,1.4569,2022-09-03 00:00:00.000
1253,2022-09-03,USD,CNY,8.278,8.2781,2022-09-03 00:00:00.000
1254,2022-09-03,USD,DEM,1.9854,1.9856,2022-09-03 00:00:00.000
1255,2022-09-03,USD,EUR,1.015,1.0153,2022-09-03 00:00:00.000
1256,2022-09-03,USD,FRF,6.6588,6.6597,2022-09-03 00:00:00.000
1257,2022-09-03,USD,GBP,0.6243,0.6249,2022-09-03 00:00:00.000
1258,2022-09-03,USD,JPY,111.06,111.128,2022-09-03 00:00:00.000
1259,2022-09-03,USD,MXN,9.397,9.403,2022-09-03 00:00:00.000
1260,2022-09-03,USD,SAR,3.7505,3.7532,2022-09-03 00:00:00.000
1261,2022-09-03,USD,VEB,660.1499,660.24,2022-09-03 00:00:00.000
1262,2022-09-04,USD,ARS,0.9992,0.9989,2022-09-04 00:00:00.000
1263,2022-09-04,USD,AUD,1.5903,1.5893,2022-09-04 00:00:00.000
1264,2022-09-04,USD,BRL,1.78,1.774,2022-09-04 00:00:00.000
1265,2022-09-04,USD,CAD,1.449,1.4414,2022-09-04 00:00:00.000
1266,2022-09-04,USD,CNY,8.278,8.2772,2022-09-04 00:00:00.000
1267,2022-09-04,USD,DEM,1.9843,1.9837,2022-09-04 00:00:00.000
1268,2022-09-04,USD,EUR,1.0145,1.0142,2022-09-04 00:00:00.000
1269,2022-09-04,USD,FRF,6.6554,6.6547,2022-09-04 00:00:00.000
1270,2022-09-04,USD,GBP,0.6243,0.6236,2022-09-04 00:00:00.000
1271,2022-09-04,USD,JPY,111.1,111.017,2022-09-04 00:00:00.000
1272,2022-09-04,USD,MXN,9.397,9.3889,2022-09-04 00:00:00.000
1273,2022-09-04,USD,SAR,3.7505,3.7494,2022-09-04 00:00:00.000
1274,2022-09-04,USD,VEB,660.1499,660.11,2022-09-04 00:00:00.000
1275,2022-09-05,USD,ARS,0.9992,1.0001,2022-09-05 00:00:00.000
1276,2022-09-05,USD,AUD,1.5923,1.5924,2022-09-05 00:00:00.000
1277,2022-09-05,USD,BRL,1.78,1.7809,2022-09-05 00:00:00.000
1278,2022-09-05,USD,CAD,1.4513,1.4514,2022-09-05 00:00:00.000
1279,2022-09-05,USD,CNY,8.278,8.2783,2022-09-05 00:00:00.000
1280,2022-09-05,USD,DEM,1.9863,1.9863,2022-09-05 00:00:00.000
1281,2022-09-05,USD,EUR,1.0156,1.0159,2022-09-05 00:00:00.000
1282,2022-09-05,USD,FRF,6.6616,6.6618,2022-09-05 00:00:00.000
1283,2022-09-05,USD,GBP,0.6241,0.6248,2022-09-05 00:00:00.000
1284,2022-09-05,USD,JPY,110.936,111.024,2022-09-05 00:00:00.000
1285,2022-09-05,USD,MXN,9.397,9.3989,2022-09-05 00:00:00.000
1286,2022-09-05,USD,SAR,3.7504,3.753,2022-09-05 00:00:00.000
1287,2022-09-05,USD,VEB,660.1499,660.24,2022-09-05 00:00:00.000
1288,2022-09-06,USD,ARS,0.9998,0.9998,2022-09-06 00:00:00.000
1289,2022-09-06,USD,AUD,1.5978,1.5971,2022-09-06 00:00:00.000
1290,2022-09-06,USD,BRL,1.7789,1.7729,2022-09-06 00:00:00.000
1291,2022-09-06,USD,CAD,1.4562,1.4537,2022-09-06 00:00:00.000
1292,2022-09-06,USD,CNY,8.2782,8.278,2022-09-06 00:00:00.000
1293,2022-09-06,USD,DEM,1.9812,1.9802,2022-09-06 00:00:00.000
1294,2022-09-06,USD,EUR,1.0129,1.0128,2022-09-06 00:00:00.000
1295,2022-09-06,USD,FRF,6.6445,6.644,2022-09-06 00:00:00.000
1296,2022-09-06,USD,GBP,0.6251,0.625,2022-09-06 00:00:00.000
1297,2022-09-06,USD,JPY,111.392,111.372,2022-09-06 00:00:00.000
1298,2022-09-06,USD,MXN,9.4199,9.413,2022-09-06 00:00:00.000
1299,2022-09-06,USD,SAR,3.7505,3.7465,2022-09-06 00:00:00.000
1300,2022-09-06,USD,VEB,660.5099,660.5099,2022-09-06 00:00:00.000
1301,2022-09-07,USD,ARS,0.9999,1.0002,2022-09-07 00:00:00.000
1302,2022-09-07,USD,AUD,1.6032,1.6041,2022-09-07 00:00:00.000
1303,2022-09-07,USD,BRL,1.786,1.79,2022-09-07 00:00:00.000
1304,2022-09-07,USD,CAD,1.4625,1.4662,2022-09-07 00:00:00.000
1305,2022-09-07,USD,CNY,8.2781,8.2789,2022-09-07 00:00:00.000
1306,2022-09-07,USD,DEM,1.9499,1.9507,2022-09-07 00:00:00.000
1307,2022-09-07,USD,EUR,0.997,0.9977,2022-09-07 00:00:00.000
1308,2022-09-07,USD,FRF,6.5396,6.54,2022-09-07 00:00:00.000
1309,2022-09-07,USD,GBP,0.6201,0.621,2022-09-07 00:00:00.000
1310,2022-09-07,USD,JPY,110.902,110.904,2022-09-07 00:00:00.000
1311,2022-09-07,USD,MXN,9.432,9.441,2022-09-07 00:00:00.000
1312,2022-09-07,USD,SAR,3.7505,3.7599,2022-09-07 00:00:00.000
1313,2022-09-07,USD,VEB,661.1,661.12,2022-09-07 00:00:00.000
1314,2022-09-08,USD,ARS,0.9998,0.9989,2022-09-08 00:00:00.000
1315,2022-09-08,USD,AUD,1.6136,1.6134,2022-09-08 00:00:00.000
1316,2022-09-08,USD,BRL,1.784,1.7829,2022-09-08 00:00:00.000
1317,2022-09-08,USD,CAD,1.4618,1.4613,2022-09-08 00:00:00.000
1318,2022-09-08,USD,CNY,8.2788,8.2783,2022-09-08 00:00:00.000
1319,2022-09-08,USD,DEM,1.9501,1.9497,2022-09-08 00:00:00.000
1320,2022-09-08,USD,EUR,0.997,0.9963,2022-09-08 00:00:00.000
1321,2022-09-08,USD,FRF,6.5406,6.5396,2022-09-08 00:00:00.000
1322,2022-09-08,USD,GBP,0.6237,0.6229,2022-09-08 00:00:00.000
1323,2022-09-08,USD,JPY,111.286,111.279,2022-09-08 00:00:00.000
1324,2022-09-08,USD,MXN,9.38,9.3789,2022-09-08 00:00:00.000
1325,2022-09-08,USD,SAR,3.7507,3.7412,2022-09-08 00:00:00.000
1326,2022-09-08,USD,VEB,661.0,660.9099,2022-09-08 00:00:00.000
1327,2022-09-09,USD,ARS,0.9998,1.0002,2022-09-09 00:00:00.000
1328,2022-09-09,USD,AUD,1.6279,1.629,2022-09-09 00:00:00.000
1329,2022-09-09,USD,BRL,1.778,1.7849,2022-09-09 00:00:00.000
1330,2022-09-09,USD,CAD,1.4555,1.4599,2022-09-09 00:00:00.000
1331,2022-09-09,USD,CNY,8.2788,8.2794,2022-09-09 00:00:00.000
1332,2022-09-09,USD,DEM,1.97,1.9702,2022-09-09 00:00:00.000
1333,2022-09-09,USD,EUR,1.0073,1.0079,2022-09-09 00:00:00.000
1334,2022-09-09,USD,FRF,6.6071,6.6074,2022-09-09 00:00:00.000
1335,2022-09-09,USD,GBP,0.625,0.6258,2022-09-09 00:00:00.000
1336,2022-09-09,USD,JPY,111.267,111.361,2022-09-09 00:00:00.000
1337,2022-09-09,USD,MXN,9.391,9.3949,2022-09-09 00:00:00.000
1338,2022-09-09,USD,SAR,3.7507,3.7591,2022-09-09 00:00:00.000
1339,2022-09-09,USD,VEB,661.7599,661.7999,2022-09-09 00:00:00.000
1340,2022-09-10,USD,ARS,0.9995,0.9987,2022-09-10 00:00:00.000
1341,2022-09-10,USD,AUD,1.6265,1.6254,2022-09-10 00:00:00.000
1342,2022-09-10,USD,BRL,1.774,1.7649,2022-09-10 00:00:00.000
1343,2022-09-10,USD,CAD,1.448,1.445,2022-09-10 00:00:00.000
1344,2022-09-10,USD,CNY,8.2794,8.2784,2022-09-10 00:00:00.000
1345,2022-09-10,USD,DEM,2.0072,2.007,2022-09-10 00:00:00.000
1346,2022-09-10,USD,EUR,1.0263,1.0255,2022-09-10 00:00:00.000
1347,2022-09-10,USD,FRF,6.7319,6.7314,2022-09-10 00:00:00.000
1348,2022-09-10,USD,GBP,0.6271,0.6268,2022-09-10 00:00:00.000
1349,2022-09-10,USD,JPY,110.272,110.2309,2022-09-10 00:00:00.000
1350,2022-09-10,USD,MXN,9.387,9.381,2022-09-10 00:00:00.000
1351,2022-09-10,USD,SAR,3.7507,3.7504,2022-09-10 00:00:00.000
1352,2022-09-10,USD,VEB,661.5,661.46,2022-09-10 00:00:00.000
1353,2022-09-11,USD,ARS,0.9995,1.0004,2022-09-11 00:00:00.000
1354,2022-09-11,USD,AUD,1.6175,1.6182,2022-09-11 00:00:00.000
1355,2022-09-11,USD,BRL,1.776,1.786,2022-09-11 00:00:00.000
1356,2022-09-11,USD,CAD,1.448,1.4534,2022-09-11 00:00:00.000
1357,2022-09-11,USD,CNY,8.2794,8.2796,2022-09-11 00:00:00.000
1358,2022-09-11,USD,DEM,2.0072,2.0074,2022-09-11 00:00:00.000
1359,2022-09-11,USD,EUR,1.0263,1.0265,2022-09-11 00:00:00.000
1360,2022-09-11,USD,FRF,6.7319,6.732,2022-09-11 00:00:00.000
1361,2022-09-11,USD,GBP,0.6271,0.6278,2022-09-11 00:00:00.000
1362,2022-09-11,USD,JPY,110.32,110.412,2022-09-11 00:00:00.000
1363,2022-09-11,USD,MXN,9.387,9.387,2022-09-11 00:00:00.000
1364,2022-09-11,USD,SAR,3.7507,3.7519,2022-09-11 00:00:00.000
1365,2022-09-11,USD,VEB,661.5,661.5599,2022-09-11 00:00:00.000
1366,2022-09-12,USD,ARS,0.9995,0.9989,2022-09-12 00:00:00.000
1367,2022-09-12,USD,AUD,1.6175,1.6173,2022-09-12 00:00:00.000
1368,2022-09-12,USD,BRL,1.776,1.77,2022-09-12 00:00:00.000
1369,2022-09-12,USD,CAD,1.4496,1.4455,2022-09-12 00:00:00.000
1370,2022-09-12,USD,CNY,8.2794,8.2784,2022-09-12 00:00:00.000
1371,2022-09-12,USD,DEM,2.0072,2.0065,2022-09-12 00:00:00.000
1372,2022-09-12,USD,EUR,1.0263,1.0262,2022-09-12 00:00:00.000
1373,2022-09-12,USD,FRF,6.732,6.7317,2022-09-12 00:00:00.000
1374,2022-09-12,USD,GBP,0.6272,0.6268,2022-09-12 00:00:00.000
1375,2022-09-12,USD,JPY,110.369,110.301,2022-09-12 00:00:00.000
1376,2022-09-12,USD,MXN,9.387,9.38,2022-09-12 00:00:00.000
1377,2022-09-12,USD,SAR,3.7505,3.741,2022-09-12 00:00:00.000
1378,2022-09-12,USD,VEB,661.5,661.46,2022-09-12 00:00:00.000
1379,2022-09-13,USD,ARS,0.9999,1.0006,2022-09-13 00:00:00.000
1380,2022-09-13,USD,AUD,1.6285,1.6293,2022-09-13 00:00:00.000
1381,2022-09-13,USD,BRL,1.778,1.778,2022-09-13 00:00:00.000
1382,2022-09-13,USD,CAD,1.4518,1.4607,2022-09-13 00:00:00.000
1383,2022-09-13,USD,CNY,8.2794,8.2799,2022-09-13 00:00:00.000
1384,2022-09-13,USD,DEM,2.0125,2.0133,2022-09-13 00:00:00.000
1385,2022-09-13,USD,EUR,1.0289,1.0298,2022-09-13 00:00:00.000
1386,2022-09-13,USD,FRF,6.7499,6.7503,2022-09-13 00:00:00.000
1387,2022-09-13,USD,GBP,0.627,0.6271,2022-09-13 00:00:00.000
1388,2022-09-13,USD,JPY,109.51,109.535,2022-09-13 00:00:00.000
1389,2022-09-13,USD,MXN,9.39,9.3989,2022-09-13 00:00:00.000
1390,2022-09-13,USD,SAR,3.7505,3.7601,2022-09-13 00:00:00.000
1391,2022-09-13,USD,VEB,662.25,662.33,2022-09-13 00:00:00.000
1392,2022-09-14,USD,ARS,0.9999,0.9996,2022-09-14 00:00:00.000
1393,2022-09-14,USD,AUD,1.617,1.6161,2022-09-14 00:00:00.000
1394,2022-09-14,USD,BRL,1.7689,1.7609,2022-09-14 00:00:00.000
1395,2022-09-14,USD,CAD,1.45,1.4469,2022-09-14 00:00:00.000
1396,2022-09-14,USD,CNY,8.2794,8.2784,2022-09-14 00:00:00.000
1397,2022-09-14,USD,DEM,2.0272,2.0268,2022-09-14 00:00:00.000
1398,2022-09-14,USD,EUR,1.0365,1.0363,2022-09-14 00:00:00.000
1399,2022-09-14,USD,FRF,6.799,6.7983,2022-09-14 00:00:00.000
1400,2022-09-14,USD,GBP,0.6336,0.6327,2022-09-14 00:00:00.000
1401,2022-09-14,USD,JPY,110.227,110.135,2022-09-14 00:00:00.000
1402,2022-09-14,USD,MXN,9.3743,9.3689,2022-09-14 00:00:00.000
1403,2022-09-14,USD,SAR,3.7505,3.7452,2022-09-14 00:00:00.000
1404,2022-09-14,USD,VEB,662.25,662.19,2022-09-14 00:00:00.000
1405,2022-09-15,USD,ARS,0.9998,1.0004,2022-09-15 00:00:00.000
1406,2022-09-15,USD,AUD,1.6537,1.6539,2022-09-15 00:00:00.000
1407,2022-09-15,USD,BRL,1.7629,1.772,2022-09-15 00:00:00.000
1408,2022-09-15,USD,CAD,1.4489,1.4569,2022-09-15 00:00:00.000
1409,2022-09-15,USD,CNY,8.2794,8.2803,2022-09-15 00:00:00.000
1410,2022-09-15,USD,DEM,2.0106,2.011,2022-09-15 00:00:00.000
1411,2022-09-15,USD,EUR,1.028,1.0289,2022-09-15 00:00:00.000
1412,2022-09-15,USD,FRF,6.7435,6.7441,2022-09-15 00:00:00.000
1413,2022-09-15,USD,GBP,0.6304,0.631,2022-09-15 00:00:00.000
1414,2022-09-15,USD,JPY,107.144,107.212,2022-09-15 00:00:00.000
1415,2022-09-15,USD,MXN,9.3546,9.358,2022-09-15 00:00:00.000
1416,2022-09-15,USD,SAR,3.7505,3.7522,2022-09-15 00:00:00.000
1417,2022-09-15,USD,VEB,663.0009,663.0099,2022-09-15 00:00:00.000
1418,2022-09-16,USD,ARS,0.9998,0.9989,2022-09-16 00:00:00.000
1419,2022-09-16,USD,AUD,1.6496,1.6488,2022-09-16 00:00:00.000
1420,2022-09-16,USD,BRL,1.758,1.75,2022-09-16 00:00:00.000
1421,2022-09-16,USD,CAD,1.4563,1.4536,2022-09-16 00:00:00.000
1422,2022-09-16,USD,CNY,8.2795,8.2792,2022-09-16 00:00:00.000
1423,2022-09-16,USD,DEM,2.028,2.0274,2022-09-16 00:00:00.000
1424,2022-09-16,USD,EUR,1.0368,1.0362,2022-09-16 00:00:00.000
1425,2022-09-16,USD,FRF,6.8018,6.801,2022-09-16 00:00:00.000
1426,2022-09-16,USD,GBP,0.6344,0.634,2022-09-16 00:00:00.000
1427,2022-09-16,USD,JPY,107.943,107.888,2022-09-16 00:00:00.000
1428,2022-09-16,USD,MXN,9.3314,9.326,2022-09-16 00:00:00.000
1429,2022-09-16,USD,SAR,3.7505,3.7412,2022-09-16 00:00:00.000
1430,2022-09-16,USD,VEB,663.5,663.4199,2022-09-16 00:00:00.000
1431,2022-09-17,USD,ARS,0.9995,0.9997,2022-09-17 00:00:00.000
1432,2022-09-17,USD,AUD,1.6446,1.6449,2022-09-17 00:00:00.000
1433,2022-09-17,USD,BRL,1.746,1.754,2022-09-17 00:00:00.000
1434,2022-09-17,USD,CAD,1.4518,1.4583,2022-09-17 00:00:00.000
1435,2022-09-17,USD,CNY,8.2797,8.2804,2022-09-17 00:00:00.000
1436,2022-09-17,USD,DEM,2.0388,2.0392,2022-09-17 00:00:00.000
1437,2022-09-17,USD,EUR,1.0425,1.0435,2022-09-17 00:00:00.000
1438,2022-09-17,USD,FRF,6.8381,6.8383,2022-09-17 00:00:00.000
1439,2022-09-17,USD,GBP,0.6342,0.6346,2022-09-17 00:00:00.000
1440,2022-09-17,USD,JPY,107.758,107.821,2022-09-17 00:00:00.000
1441,2022-09-17,USD,MXN,9.32,9.3219,2022-09-17 00:00:00.000
1442,2022-09-17,USD,SAR,3.7505,3.7519,2022-09-17 00:00:00.000
