addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
13289,3121 Spar Court,#511,Fremont,9,94536,<memory at 0x0000022A99356B00>,cd94245d-290f-4824-aca7-90a870cb3668,2025-04-04 00:00:00.000
13290,2680 Claudia Drive,,Melton,77,3337,<memory at 0x0000022A99356BC0>,ff914c1d-b09f-486f-8330-27f3235e7bd1,2025-02-24 00:00:00.000
13291,4616 Sutcliffe Pl,,La Jolla,9,92806,<memory at 0x0000022A99356C80>,90e416b7-95af-428d-9cd0-66ad3aca004b,2024-12-24 00:00:00.000
13292,5842 Standing Grove Dr.,,Geelong,77,3220,<memory at 0x0000022A99356D40>,c27a85f1-716f-4feb-a205-1ddbeb673bf2,2022-08-17 00:00:00.000
13293,2480 Stillwater Court,,Woodland Hills,9,91364,<memory at 0x0000022A99356E00>,b90f1cdf-5ce3-4832-80ea-b16096cbdd07,2024-08-05 00:00:00.000
13294,8848 Auburn,,Santa Cruz,9,95062,<memory at 0x0000022A99356EC0>,9a7e5834-3934-4bc8-be82-e415da972c35,2024-08-10 00:00:00.000
13295,1728 Village Oaks Dr.,,Milton Keynes,14,MK8 8DF,<memory at 0x0000022A99356F80>,0af4d281-86b4-450f-a43e-a50feda76754,2025-01-12 00:00:00.000
13296,3508 Canning Road,,Redwood City,9,94063,<memory at 0x0000022A99357040>,af341405-fe3b-4295-b0ed-173ef0cac61d,2023-03-04 00:00:00.000
13297,5050 Mt. Diablo St.,,Maidenhead,14,SL67RJ,<memory at 0x0000022A99357100>,af3f4d45-25a0-4056-b5af-8339d347d16f,2024-07-23 00:00:00.000
13298,130 Alamo Court,,W. Linn,58,97068,<memory at 0x0000022A993571C0>,c389aa8c-5801-4386-ac3f-6dff0a2555db,2025-02-05 00:00:00.000
13299,5043 San Antonio,,Fremont,9,94536,<memory at 0x0000022A99357280>,987b7e7f-bfdb-416c-befa-25e6f7ca7128,2024-08-31 00:00:00.000
13300,4576 Almond Street,,Seattle,79,98104,<memory at 0x0000022A99357340>,fe798bf8-23ab-483c-802d-8b142db00525,2025-03-27 00:00:00.000
13301,9696 Brentwood Circle,,Milsons Point,50,2061,<memory at 0x0000022A99357400>,99dab9e0-9373-468a-8f38-1fa4a8e3caf6,2024-09-27 00:00:00.000
13302,9529 North Park Court,,Grossmont,9,91941,<memory at 0x0000022A993574C0>,f8118751-056b-4177-8ba5-37023a93b5ac,2025-04-09 00:00:00.000
13303,7607 Pine Hollow Road,,Ballard,79,98107,<memory at 0x0000022A99357580>,67682eef-83be-4a46-8189-06a28deaee77,2024-06-26 00:00:00.000
13304,304 Diver Way,,Mill Valley,9,94941,<memory at 0x0000022A99357640>,08baa94c-67a5-4abd-911a-b72ce5daa8c9,2024-11-16 00:00:00.000
13305,7651 Smiling Tree Court,Space 55,Burien,79,98168,<memory at 0x0000022A99357700>,de3648f5-5159-4d7f-a20a-3520e3a175e1,2025-05-26 00:00:00.000
13306,8634 Valley Blvd.,,Los Angeles,9,90012,<memory at 0x0000022A993577C0>,14e352af-d5cb-4e75-ae24-dd2de2cf0bf9,2025-01-03 00:00:00.000
13307,9161 Medina Dr.,,London,14,SW8 4BG,<memory at 0x0000022A99357880>,4bb9c012-076f-488f-b490-c646b9b1a4a9,2024-12-03 00:00:00.000
13308,3664 Colt Ct.,,Springwood,50,2777,<memory at 0x0000022A99357940>,1cd0ed50-f451-4257-9094-5cd3fe577cad,2022-10-11 00:00:00.000
13309,6613 Thornhill Place,,Lavender Bay,50,2060,<memory at 0x0000022A99357A00>,5fbdceb4-f767-41bb-8347-a4e85860781e,2022-10-09 00:00:00.000
13310,1585 Larkspur,,Lake Oswego,58,97034,<memory at 0x0000022A99357AC0>,11d6fd84-ce3a-41c0-a5c1-52ee1f71aa86,2024-11-18 00:00:00.000
13311,3450 Villageoaks Dr.,,Royal Oak,7,V8X,<memory at 0x0000022A99357B80>,21822225-b987-4e91-af08-84613ba374e7,2022-07-30 00:00:00.000
13312,9309 Silver Oak Pl,,El Cajon,9,92020,<memory at 0x0000022A99357C40>,ac97bbe1-3cff-4687-9aee-bbdc0b4c9a3a,2024-08-09 00:00:00.000
13313,805 Stonyhill Circle,#67,Spring Valley,9,91977,<memory at 0x0000022A99357D00>,4da33d99-7be9-4356-a525-1ae8724725b0,2024-08-31 00:00:00.000
13314,Reiherweg 5014,,Eilenburg,85,04838,<memory at 0x0000022A99357DC0>,a1145b74-f8ad-48f4-aea6-053dea40fc76,2023-07-13 00:00:00.000
13315,4264 C Street,,Brisbane,64,4000,<memory at 0x0000022A99357E80>,cb02ebc4-ab66-4ff2-b6f9-d57b4fb16289,2024-09-30 00:00:00.000
13316,8668 St. Celestine Court,,Lebanon,58,97355,<memory at 0x0000022A99357F40>,261107b5-8d77-4fc0-8fc3-91a53759d0e0,2024-06-05 00:00:00.000
13317,8934 Roundtree Court,,High Wycombe,14,HP10 9QY,<memory at 0x0000022A99364040>,85fa8cb5-fbe9-42fc-890b-607977a8ec96,2025-05-07 00:00:00.000
13318,2382 Arbor Drive,,Portland,58,97205,<memory at 0x0000022A99364100>,e35662de-4647-43d1-995d-b8b91c65b24c,2025-04-16 00:00:00.000
13319,2587 Windmill Way,,Perth,66,6006,<memory at 0x0000022A993641C0>,7d4a551c-d809-4210-bbc7-787ac8418394,2024-02-13 00:00:00.000
13320,7040 Bush Avenue,,Redmond,79,98052,<memory at 0x0000022A99364280>,2db6a508-792b-438b-b56f-b8e1345cf761,2025-01-18 00:00:00.000
13321,3663 A St.,,Warrington,14,WA1,<memory at 0x0000022A99364340>,83a2d8d2-1c7c-4259-8440-2d3e17e102b0,2025-05-22 00:00:00.000
13322,RotthÃÂ¤user Weg 11,,Eilenburg,85,04838,<memory at 0x0000022A99364400>,a2c0d686-04a8-4c8e-9ea8-4c5361905909,2025-04-24 00:00:00.000
13323,1233 RiverRock Dr.,,Coronado,9,92118,<memory at 0x0000022A993644C0>,f56b79ba-1108-441f-b8be-4178754450c2,2025-01-12 00:00:00.000
13324,8108 Abbey Court,,Oak Bay,7,V8P,<memory at 0x0000022A99364580>,a60f4f0e-0e73-405d-987d-8db4dab41143,2022-07-22 00:00:00.000
13325,6416 Honey Court,,Lancaster,14,LA1 1LN,<memory at 0x0000022A99364640>,fec6892b-f6a1-4b64-a405-5df10a222b8f,2024-10-20 00:00:00.000
13326,5932 Houston Ct.,,Daly City,9,94015,<memory at 0x0000022A99364700>,1bc1c0c0-ca54-4a0e-8101-778561c18c3a,2023-12-08 00:00:00.000
13327,5718 N. Sixth Street,,Puyallup,79,98371,<memory at 0x0000022A993647C0>,8ef84e50-5fab-46be-8e04-b7a97d231829,2024-11-11 00:00:00.000
13328,Nonnendamm 9,,Frankfurt am Main,20,60082,<memory at 0x0000022A99364880>,a7862cae-da34-4ec8-8762-a6cae964c61b,2024-09-06 00:00:00.000
13329,Westheimer StraÃÅ¸e 5601,,Bonn,53,53131,<memory at 0x0000022A99364940>,89126560-d707-4fcd-951b-3ffbbb0c9d7e,2025-03-02 00:00:00.000
13330,"9215, rue LÃÂ©o Delibes",,Les Ulis,177,91940,<memory at 0x0000022A99364A00>,ed0cb3d8-1c43-4944-93f0-ff28af014343,2024-12-20 10:09:29.423
13331,3796 Peachwillow,,Walla Walla,79,99362,<memory at 0x0000022A99364AC0>,aecde425-7ba3-4490-9bff-af1403bbba94,2023-03-29 00:00:00.000
13332,3836 Deer Meadow Way,# 174,Port Orchard,79,98366,<memory at 0x0000022A99364B80>,2bc92f11-ffd2-4f01-8b72-37f02eaa4f57,2025-03-19 00:00:00.000
13333,658 Pecan Street,,Stoke-on-Trent,14,AS23,<memory at 0x0000022A99364C40>,33dabc1a-06ff-4ce1-b5af-af55bc52dea7,2025-05-10 00:00:00.000
13334,4587 Sunset Meadows,,Sydney,50,1002,<memory at 0x0000022A99364D00>,9996a015-23b6-493f-9ffe-793a5e7d2335,2023-01-31 00:00:00.000
13335,3275 Corrinne Court,,Hervey Bay,64,4655,<memory at 0x0000022A99364DC0>,782941ea-3a2b-437b-acf0-f1d17d90d5ae,2024-09-26 00:00:00.000
13336,2168 Reading Drive,,Burlingame,9,94010,<memory at 0x0000022A99364E80>,8d98f769-bc3d-4b00-95ec-0e5f807322fa,2023-01-24 00:00:00.000
13337,2614 Sandiago Drive,,Burlingame,9,94010,<memory at 0x0000022A99364F40>,b26e08d3-744a-42b0-b363-7c14238502b7,2025-01-31 00:00:00.000
13338,730 Keller Ridge Dr,,Woolston,14,WA1 4SY,<memory at 0x0000022A99365000>,68adc455-5b9e-4909-ac7e-b8e0659ca388,2025-03-16 00:00:00.000
13339,5118 Colorado Dr,,Townsville,64,4810,<memory at 0x0000022A993650C0>,c7425131-6340-4cb4-80f9-92360da24c75,2024-05-24 00:00:00.000
13340,6359 Mozden Lane,,West Covina,9,91791,<memory at 0x0000022A99365180>,ecedd7bf-e721-443a-bc37-adaace68cf23,2024-12-29 00:00:00.000
13341,9563 Lani Kai Drive,,Tacoma,79,98403,<memory at 0x0000022A99365240>,55b9026c-0e1e-4a83-939d-8a33636a5385,2025-05-22 00:00:00.000
13342,1059 Delta Fair Blvd.,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A99365300>,dc361ca3-4e91-4eb7-a9ea-325d21a8c832,2025-04-12 00:00:00.000
13343,1955 Glaze Dr.,,Rhodes,50,2138,<memory at 0x0000022A993653C0>,a255e11e-c294-46bf-9108-7cded34ca2bb,2023-10-23 00:00:00.000
13344,4518 Sequoia Drive,# 2,Tacoma,79,98403,<memory at 0x0000022A99365480>,87fc456f-3df1-4f9c-80c7-c3713c0e72ea,2023-10-19 00:00:00.000
13345,8922 Lindley Ct.,,Beverly Hills,9,90210,<memory at 0x0000022A99365540>,6e3d5435-b359-489e-8869-ca00bd37ff21,2024-08-26 00:00:00.000
13346,5291 Juliet Court,,Shawnee,7,V9B 2C3,<memory at 0x0000022A99365600>,42d70790-058e-4bf2-8a03-37cc4a538351,2024-06-29 00:00:00.000
13347,3518 Benita Way,,North Sydney,50,2055,<memory at 0x0000022A993656C0>,5c618839-c499-495d-a2e1-2b0db4a9459a,2023-11-14 00:00:00.000
13348,"9, avenue de lÃÂ´ Union Centrale",,Saint Germain en Laye,164,78100,<memory at 0x0000022A99365780>,37027e80-536c-47f4-9616-66bbfb7958d2,2024-12-20 10:09:29.423
13349,2369 Teak St.,,North Sydney,50,2055,<memory at 0x0000022A99365840>,c839d952-6ba8-48c3-b4f8-59304cf39c91,2024-11-03 00:00:00.000
13350,6573 Helene Court,,Portland,58,97205,<memory at 0x0000022A99365900>,933fd80d-bef1-4c74-8ef5-86fac0cc3de2,2025-01-07 00:00:00.000
13351,1510 Sharon Dr.,,London,14,W1X3SE,<memory at 0x0000022A993659C0>,c9b77445-6b19-4012-83b9-aca0a8a2ae2c,2025-06-06 00:00:00.000
13352,3450 Villageoaks Dr.,,Pantin,179,93500,<memory at 0x0000022A99365A80>,94d6552b-faa9-43aa-afe6-c7369e410251,2024-12-20 10:09:29.423
13353,1487 Santa Fe,,Oak Bay,7,V8P,<memory at 0x0000022A99365B40>,cf2ba090-3dea-4a87-856a-5477e9aa577b,2024-08-24 00:00:00.000
13354,1019 Pennsylvania Blvd,,Marysville,79,98270,<memory at 0x0000022A99365C00>,03ee9e96-1d18-4da5-98f3-3152f820bdd9,2023-04-10 00:00:00.000
13355,6186 Berry Court,,Novato,9,94947,<memory at 0x0000022A99365CC0>,2b354397-bc17-4a4b-877e-4e42b3172087,2025-06-06 00:00:00.000
13356,HÃÂ¶henstr 7477,,Poing,70,66041,<memory at 0x0000022A99365D80>,eff2b282-4063-4788-88d5-f291617f5fed,2025-04-26 00:00:00.000
13357,1299 Band Court,,St. Leonards,50,2065,<memory at 0x0000022A99365E40>,c8d8c0ed-042d-409d-aac5-a4d315285060,2025-06-01 00:00:00.000
13358,5972 Donegal Court,,Woodburn,58,97071,<memory at 0x0000022A99365F00>,b14885a7-0431-46bd-9bce-a0002dfc702e,2024-11-08 00:00:00.000
13359,"866, rue Basse-du-Rocher",,Bellflower,9,90706,<memory at 0x0000022A99365FC0>,b284aaf8-c700-445f-abf7-87834847efdc,2023-07-26 00:00:00.000
13360,644 North Ranchford,,Brisbane,64,4000,<memory at 0x0000022A99366080>,e52d8fa5-8a8f-4c1f-9598-f9644600c459,2024-09-02 00:00:00.000
13361,7992 Elm Road,,Yakima,79,98901,<memory at 0x0000022A99366140>,7cc124fc-5772-41cc-8807-336149a24e73,2025-05-22 00:00:00.000
13362,8979 Adams Dr.,,Grossmont,9,91941,<memory at 0x0000022A99366200>,d2286812-7f56-4cae-815d-cef4069284ef,2024-08-30 00:00:00.000
13363,6977 Evergreen Ct.,,Beverly Hills,9,90210,<memory at 0x0000022A993662C0>,dbb9cf3f-e22c-41c4-af3f-51e0f3658e07,2025-04-02 00:00:00.000
13364,"7346, avenue de lÃÂ´Europe",,Bobigny,179,93000,<memory at 0x0000022A99366380>,8258a914-f5a5-4d50-94fa-5de343ac4454,2024-12-20 10:09:29.423
13365,516 Oak Park Blvd.,,Victoria,7,V8V,<memory at 0x0000022A99366440>,e0a2f0b5-a084-4022-9c96-f20dec05365a,2022-11-30 00:00:00.000
13366,4546 Vista Valley Rd,,Warrnambool,77,3280,<memory at 0x0000022A99366500>,b376edad-9043-4744-bd08-5ec8d69792d3,2023-07-19 00:00:00.000
13367,3720 Santa Maria,,Downey,9,90241,<memory at 0x0000022A993665C0>,f60dfd07-df54-418e-a502-39cc2fce22c2,2025-03-31 00:00:00.000
13368,5215 Entrada Circle,,Hobart,71,7001,<memory at 0x0000022A99366680>,752117fb-2522-4d50-b3ab-ca4f95ed7f44,2025-02-12 00:00:00.000
13369,1330 Guadalupe Dr.,,San Carlos,9,94070,<memory at 0x0000022A99366740>,cc6d2130-122b-4308-9e0f-60176ddfa587,2024-11-08 00:00:00.000
13370,5146 Shadow Falls Drive,,Caloundra,64,4551,<memory at 0x0000022A99366800>,5ddc3d71-fa02-4a78-8c61-ea0389c1acc1,2025-02-21 00:00:00.000
13371,3079 Ricardo,,Puyallup,79,98371,<memory at 0x0000022A993668C0>,517e0c24-bc4d-45f9-8697-74a7dda72223,2025-02-16 00:00:00.000
13372,8740 Vista Way,,Concord,9,94519,<memory at 0x0000022A99366980>,619257f3-af54-4574-a008-13c28e5b9fb2,2024-10-18 00:00:00.000
13373,9447 Leslie Avenue,,Berkeley,9,94704,<memory at 0x0000022A99366A40>,4bb2a0a2-6ab2-4f00-8b2b-1f2218dc4cc9,2025-01-06 00:00:00.000
13374,4107 St. Raphael Drive,,Corvallis,58,97330,<memory at 0x0000022A99366B00>,4f9b9d09-9350-453e-ad4a-9d6f2abe6567,2025-04-30 00:00:00.000
13436,6594 Glen Wood Drive,,Lynnwood,79,98036,<memory at 0x0000022A99366BC0>,b2a30515-f4db-485f-834c-73306b9c2b5a,2025-06-17 00:00:00.000
13375,"6, route de Marseille",,Tremblay-en-France,179,93290,<memory at 0x0000022A99366C80>,f57d318d-d80f-4c9b-a7f2-21088bf86159,2024-12-20 10:09:29.423
13376,824 Gregory Drive,,Goulburn,50,2580,<memory at 0x0000022A99366D40>,40dadfc3-f875-4746-a708-c1ac2f4ada4f,2024-01-30 00:00:00.000
13377,5642 La Orinda Pl,,Newport Beach,9,92625,<memory at 0x0000022A99366E00>,ecc78e15-df5d-4f6c-8944-ce3f09962ed5,2025-05-21 00:00:00.000
13378,5175 Reisling Court,,Novato,9,94947,<memory at 0x0000022A99366EC0>,30103fac-8393-4c40-8a1c-68e1b81f250a,2024-12-20 00:00:00.000
13379,1318 Lasalle Street,,Bremerton,79,98312,<memory at 0x0000022A99366F80>,07e0e45b-602f-4661-b3ad-4c34040c9a49,2023-10-29 00:00:00.000
13380,Postfach 11 00 99,Verkaufsabteilung,Berlin,53,14197,<memory at 0x0000022A99367040>,2602409e-901a-4245-9729-0988cc9a0020,2024-07-11 00:00:00.000
13381,2998 Brook Street,,Marysville,79,98270,<memory at 0x0000022A99367100>,22ebdd66-da86-403f-8edd-204ec3dfe1fc,2024-10-03 00:00:00.000
13382,2785 Fallbrook Road,# 10,Novato,9,94947,<memory at 0x0000022A993671C0>,3f6c0035-d136-4cea-acf0-7d2a29be7dd5,2025-02-13 00:00:00.000
13383,2497 Hazel Drive,,Cranbourne,77,3977,<memory at 0x0000022A99367280>,bf09347a-4c13-48b8-86c4-411f1badc914,2025-04-03 00:00:00.000
13384,8206 H Street,,San Carlos,9,94070,<memory at 0x0000022A99367340>,02aad0f4-9dca-4ebc-937c-85e96638337e,2024-01-24 00:00:00.000
13385,903 West I St,,Woodland Hills,9,91364,<memory at 0x0000022A99367400>,cbea1ac5-6db7-45c9-8e07-1f37b84ff67c,2025-03-05 00:00:00.000
13386,2551 Damascus Loop,,Townsville,64,4810,<memory at 0x0000022A993674C0>,e033c095-808d-4531-8cbe-d0b0fbfb7a6d,2022-06-19 00:00:00.000
13387,9233 Pepper Way,,Gateshead,14,GA10,<memory at 0x0000022A99367580>,3b6561fe-7ae9-4874-81b1-a7e9ea552c2a,2025-04-01 00:00:00.000
13388,Viktoria-Luise-Platz 4,,Duesseldorf,19,40605,<memory at 0x0000022A99367640>,07e66bef-caf0-4d38-95bb-02dd9a30fa19,2024-10-29 00:00:00.000
13389,2184 Valley Blvd.,,Walla Walla,79,99362,<memory at 0x0000022A99367700>,2433a0ca-dbf7-487d-a032-63a4efb28075,2025-04-12 00:00:00.000
13390,3425 El Verano,,Grossmont,9,91941,<memory at 0x0000022A993677C0>,56a11a48-41e9-4549-89ad-126e6474e95b,2024-09-05 00:00:00.000
13391,6630 Cook Pk.,,Santa Cruz,9,95062,<memory at 0x0000022A99367880>,43ee2dca-4849-4bfb-8da3-7e8ec0b782d6,2025-06-10 00:00:00.000
13392,8125 Westbury Drive,,Santa Cruz,9,95062,<memory at 0x0000022A99367940>,9ea86df9-3c8e-436a-b6cb-697b0bbbb290,2023-03-06 00:00:00.000
13393,Lindenalle 800,,MÃÂ¼hlheim,20,63151,<memory at 0x0000022A99367A00>,928d6c55-0500-4a2e-9d95-8197e57cd591,2025-05-24 00:00:00.000
13394,Auf dem Ufer 424,,Ingolstadt,8,85049,<memory at 0x0000022A99367AC0>,1db0550a-a77d-4a02-b2c5-ce922a2a2993,2024-12-24 00:00:00.000
13395,3713 Rollingwood Dr.,,London,14,EC1R 0DU,<memory at 0x0000022A99367B80>,7c4989be-710a-4dd7-9599-a7a08df116ef,2025-03-12 00:00:00.000
13396,5989 Concord Ave,,N. Vancouver,7,V7L 4J4,<memory at 0x0000022A99367C40>,8d2103a9-d017-43e4-b5a5-eb555d757627,2024-08-11 00:00:00.000
13397,2357 Madrid,,Beverly Hills,9,90210,<memory at 0x0000022A99367D00>,c89fd83a-b72d-4177-bb48-4feb4aa9ee8c,2023-03-29 00:00:00.000
13398,4361 Loftus Road,,San Gabriel,9,91776,<memory at 0x0000022A99367DC0>,a5442a39-f195-48e0-b7b8-6fb66cd84b4f,2023-02-14 00:00:00.000
13399,Rehstr 6446,,Stuttgart,70,70511,<memory at 0x0000022A99367E80>,de31e692-cdcc-44ba-9671-15dc70994dd6,2024-07-04 00:00:00.000
13400,3639 Blackridge Drive,,Hervey Bay,64,4655,<memory at 0x0000022A99367F40>,5a5eb28d-70ab-4d80-a103-d82b3ed6b7f7,2022-12-11 00:00:00.000
13401,8552 Stillwater Court,,Colma,9,94014,<memory at 0x0000022A99378040>,10f941fa-78e1-47d9-8b5f-f2839f6e9a88,2024-07-05 00:00:00.000
13402,4775 Imperial Dr.,,Les Ulis,177,91940,<memory at 0x0000022A99378100>,c0b2e3d2-7348-4825-8536-9e8ba1ec0d5c,2024-12-20 10:09:29.423
13403,4092 Folson Drive,,Peterborough,14,PB12,<memory at 0x0000022A993781C0>,1134d82f-737a-4a3e-96b8-ecd4ab7a015f,2025-02-25 00:00:00.000
13404,2756 Sinclair Avenue,,North Ryde,50,2113,<memory at 0x0000022A99378280>,62df2841-28f0-4962-85d6-75d1987c5a26,2024-04-25 00:00:00.000
13405,6675 Logan Ct,,El Cajon,9,92020,<memory at 0x0000022A99378340>,2e03bfdb-dde9-42a1-9d2a-21066be45db0,2022-11-10 00:00:00.000
13406,4135 Kaywood Drive,,Lavender Bay,50,2060,<memory at 0x0000022A99378400>,c3ae58b8-e019-4a01-a34d-da007ec6734e,2025-01-18 00:00:00.000
13407,1646 Twinview Drive,,Burlingame,9,94010,<memory at 0x0000022A993784C0>,d9790e3b-d38f-4c78-b9c0-8cbab4f03434,2025-05-20 00:00:00.000
13408,4499 Valley Crest,,Bellflower,9,90706,<memory at 0x0000022A99378580>,1f770d9f-10dc-48ab-aede-329b05c9cda1,2024-07-19 00:00:00.000
13409,"212, rue Marbeuf",,Bobigny,179,93000,<memory at 0x0000022A99378640>,fd38e56e-ba98-449b-9d35-eabce447815b,2024-12-20 10:09:29.423
13410,"1, rue Pierre-Demoulin",,Paris,161,75007,<memory at 0x0000022A99378700>,c988f342-9c17-4d84-90f4-c1b18bc1c105,2024-12-20 10:09:29.423
13411,2403 Riverwood Circle,,Langford,7,V9,<memory at 0x0000022A993787C0>,7e0fd096-fa45-4691-9696-d87183c573e1,2024-07-24 00:00:00.000
13412,8142 Longbrood Way,,St. Leonards,50,2065,<memory at 0x0000022A99378880>,ec5432b6-879d-43b2-9962-6a0c8546e31c,2025-03-09 00:00:00.000
13413,3390 Candle Drive,,Beaverton,58,97005,<memory at 0x0000022A99378940>,7188f78e-adeb-4110-a340-fdeca47a9370,2024-07-19 00:00:00.000
13414,3685 Pleasant Hill Rd,,Long Beach,9,90802,<memory at 0x0000022A99378A00>,5bed4e86-c0a4-4baa-a91e-48ce1b98a358,2024-10-05 00:00:00.000
13415,"820, avenue de Malakoff",,Verrieres Le Buisson,177,91370,<memory at 0x0000022A99378AC0>,f0c33fcf-b93b-4d12-89e7-3fac19472bd8,2024-12-20 10:09:29.423
13416,4926 Sharon Dr,,Olympia,79,98501,<memory at 0x0000022A99378B80>,7d50941f-3d10-42ad-83e3-0d5a18df85ee,2022-11-21 00:00:00.000
13417,7954 Vista Avenue,,Berks,14,SL4 1RH,<memory at 0x0000022A99378C40>,1af85c4e-8648-4fb6-8794-8dc2d897c078,2022-11-27 00:00:00.000
13418,Winter der BÃÂ¶ck 441,,Werne,53,59368,<memory at 0x0000022A99378D00>,dfe5b32d-0687-477f-9800-896616577f73,2024-09-20 00:00:00.000
13419,"33, place de la RÃÂ©publique",,Bobigny,179,93000,<memory at 0x0000022A99378DC0>,2f898d81-2c6b-4ace-9416-39193a36a9ba,2024-12-20 10:09:29.423
13420,7489 Relief Valley Ct,,Novato,9,94947,<memory at 0x0000022A99378E80>,ee017b04-3ffb-4fae-8b44-d885f00f6de4,2023-06-01 00:00:00.000
13421,RoÃÅ¸str 6642,,SaarbrÃÂ¼cken,70,66001,<memory at 0x0000022A99378F40>,b361fc14-753f-4c1e-9c26-bfb69e6315c5,2024-12-06 00:00:00.000
13422,9113 Flamingo Dr.,,Berkshire,14,RG11 5TP,<memory at 0x0000022A99379000>,c77cd08b-0d6c-4036-b827-072fde8df711,2024-09-15 00:00:00.000
13423,3858 Vista Diablo,Unit C,Issaquah,79,98027,<memory at 0x0000022A993790C0>,5e030abf-238b-4f3f-aeff-6cbba5ac9853,2024-11-29 00:00:00.000
13424,KrÃÂ¶nerweg 5615,,Bottrop,53,46236,<memory at 0x0000022A99379180>,54c24bb5-5790-4c38-a34b-729c4aeb51c9,2024-01-14 00:00:00.000
13425,5139 The Trees Dr,,Concord,9,94519,<memory at 0x0000022A99379240>,f6189aae-78b1-4040-8f32-3c4a77bf8277,2024-11-28 00:00:00.000
13426,53 Odin Dr,,Spring Valley,9,91977,<memory at 0x0000022A99379300>,f5ea533c-a158-40ee-b05f-4358c9be4d9d,2025-03-17 00:00:00.000
13427,5075 Reading Dr.,,Cranbourne,77,3977,<memory at 0x0000022A993793C0>,7446cfee-c73f-4de3-9255-2910fea80933,2022-12-20 00:00:00.000
13428,"4+B347533, place de la RÃÂ©publique",,Versailles,164,78000,<memory at 0x0000022A99379480>,766936e3-d519-4b48-93c4-92f8cee4f676,2024-12-20 10:09:29.423
13429,4753 Montanya Court,,Mill Valley,9,94941,<memory at 0x0000022A99379540>,cde9d180-90a2-4a64-8bcd-1d633b634dd9,2022-09-10 00:00:00.000
13430,4539 Leeds Ct,,Haney,7,V2W 1W2,<memory at 0x0000022A99379600>,533dd799-59f9-451b-bd9d-3b3fe7fc4f34,2022-10-17 00:00:00.000
13431,4804 Haynes Court,,Milsons Point,50,2061,<memory at 0x0000022A993796C0>,977f5a36-6e5e-4441-8b37-2b40b2adb64d,2024-03-02 00:00:00.000
13432,2617 Melody Drive,,Newton,7,V2M1P1,<memory at 0x0000022A99379780>,dcbe87bd-d6b4-4e0a-8a94-00fb32c763cf,2025-03-04 00:00:00.000
13433,5313 Haynes Court,,Vancouver,7,V7L 4J4,<memory at 0x0000022A99379840>,41c43b3a-e212-42e7-a6fd-354ef27882f8,2025-02-24 00:00:00.000
13434,8192 Scenic Ct,,Findon,66,5023,<memory at 0x0000022A99379900>,f4237cd7-91f8-4ea1-bc2d-f40d736d3f58,2025-04-06 00:00:00.000
13435,3644 Rosarita,,Bellingham,79,98225,<memory at 0x0000022A993799C0>,f1966f6f-0e4a-4ade-84dc-4a88f20ec529,2025-02-09 00:00:00.000
13437,5180 Lacorso,,Los Angeles,9,90012,<memory at 0x0000022A99379A80>,b160201a-c955-4fac-991c-cb352b04ed26,2024-07-11 00:00:00.000
13438,6940 Hilltop Dr,,Sydney,50,1002,<memory at 0x0000022A99379B40>,28b15150-cc60-4fcf-85f5-b55bf1805e0c,2024-05-26 00:00:00.000
13439,5542 Orchard View Ave,,Caloundra,64,4551,<memory at 0x0000022A99379C00>,5935c738-c640-46be-96e2-be7c179f8d6b,2025-05-08 00:00:00.000
13440,"92, rue Saint-Lazare",,Les Ulis,177,91940,<memory at 0x0000022A99379CC0>,bfcb5961-ee52-4f74-9802-1c8e66ec2637,2024-12-20 10:09:29.423
13441,4176 Alexander Pl,,Concord,9,94519,<memory at 0x0000022A99379D80>,aec9191e-45e0-463a-991b-b7d049a62730,2024-08-04 00:00:00.000
13442,8384 Golden Rain Road,,Bellflower,9,90706,<memory at 0x0000022A99379E40>,4cc54a5c-a37c-4047-9724-002c09e50101,2025-04-06 00:00:00.000
13443,"211, quai de Grenelle",,Les Ulis,177,91940,<memory at 0x0000022A99379F00>,db03f3cf-bfee-42b9-b712-6a9129b1a6b9,2024-12-20 10:09:29.423
13444,5994 El Capitan,,Palo Alto,9,94303,<memory at 0x0000022A99379FC0>,0a29ccce-694a-43dc-9ef7-d51788a822de,2022-07-11 00:00:00.000
13445,7743 Ham Dr,Unit 2b,Edmonds,79,98020,<memory at 0x0000022A9937A080>,eb70c79b-fa42-4daa-b624-13599263e5fc,2025-04-24 00:00:00.000
13446,3009 Temple Court,,Cheltenham,14,GL50,<memory at 0x0000022A9937A140>,158e822b-d661-4f56-ab0d-02594171a079,2024-11-02 00:00:00.000
13447,1293 F Street,,La Jolla,9,92806,<memory at 0x0000022A9937A200>,00360b55-dca4-46c6-a43e-7259e8d3302a,2024-08-03 00:00:00.000
13448,5952 Haven Drive,,Beaverton,58,97005,<memory at 0x0000022A9937A2C0>,0b9ea8b0-c6cc-4c88-9539-e5b432c2b85e,2024-09-03 00:00:00.000
13449,3960 Temple Drive,#304,Oxford,14,OX1,<memory at 0x0000022A9937A380>,9d0ca751-90b7-45bf-bd7a-759b6364aa87,2025-01-01 00:00:00.000
13450,8500 Pinehurst Court,,Wollongong,50,2500,<memory at 0x0000022A9937A440>,4b0d402c-7b3e-4096-9ed9-b9954f72fe68,2023-11-05 00:00:00.000
